Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4.782,Arb-v2,Tick,0,100,-100,100,61600,62200,1236,11764,21764,OK
4.782,Default1,Tick,50,55,-5,5,61600,62200,926,-2426,-1926,OK
4.782,Master-v2,Tick,50,125,-75,95,61600,62200,1144,-1230144,21356,OK
4.782,BidAsk-v3,Tick,0,0,0,0,61600,62200,0,0,0,OK
5.0,Arb-v2,Tick,20,100,-80,80,62200,62300,1483,15517,23517,OK
5.0,Default1,Tick,50,65,-15,15,62200,62300,864,-7364,-5864,OK
5.0,Master-v2,Tick,60,135,-75,95,62200,62300,1206,-1233206,20294,OK
5.0,BidAsk-v3,Tick,0,0,0,0,62200,62300,0,0,0,OK
5.282,Arb-v2,Tick,20,100,-80,80,62500,62300,1483,15517,7517,OK
5.282,Default1,Tick,60,65,-5,5,62500,62300,989,-9489,-9989,OK
5.282,Master-v2,Tick,60,145,-85,95,62500,62300,1144,-608144,6356,OK
5.282,BidAsk-v3,Tick,0,0,0,0,62500,62300,0,0,0,OK
5.5,Arb-v2,Tick,20,100,-80,80,62500,62300,1483,15517,7517,OK
5.5,Default1,Tick,60,65,-5,5,62500,62300,989,-9489,-9989,OK
5.5,Master-v2,Tick,60,145,-85,95,62500,62300,1144,-608144,6356,OK
5.5,BidAsk-v3,Tick,0,0,0,0,62500,62300,0,0,0,OK
5.782,Arb-v2,Tick,20,100,-80,80,62500,62300,1483,15517,7517,OK
5.782,Default1,Tick,60,65,-5,5,62500,62300,989,-9489,-9989,OK
5.782,Master-v2,Tick,60,145,-85,95,62500,62300,1144,-608144,6356,OK
5.782,BidAsk-v3,Tick,0,0,0,0,62500,62300,0,0,0,OK
6.0,Arb-v2,Tick,20,120,-100,100,62300,62300,1732,17268,17268,OK
6.0,Default1,Tick,70,65,5,-5,62300,62300,927,-11427,-11427,OK
6.0,Master-v2,Tick,70,145,-75,95,62300,62300,1082,-1231082,14918,OK
6.0,BidAsk-v3,Tick,0,0,0,0,62300,62300,0,0,0,OK
6.282,Arb-v2,Tick,20,120,-100,100,62200,61900,1732,17268,7268,OK
6.282,Default1,Tick,70,75,-5,5,62200,61900,1051,-11551,-12051,OK
6.282,Master-v2,Tick,80,145,-65,95,62200,61900,1020,-1853020,-2520,OK
6.282,BidAsk-v3,Tick,0,0,0,0,62200,61900,0,0,0,OK
6.532,Arb-v2,Tick,20,120,-100,100,62200,61900,1732,17268,7268,OK
6.532,Default1,Tick,70,75,-5,5,62200,61900,1051,-11551,-12051,OK
6.532,Master-v2,Tick,80,145,-65,95,62200,61900,1020,-1853020,-2520,OK
6.532,BidAsk-v3,Tick,0,0,0,0,62200,61900,0,0,0,OK
6.782,Arb-v2,Tick,20,120,-100,100,62200,61600,1732,17268,7268,OK
6.782,Default1,Tick,70,75,-5,5,62200,61600,1051,-11551,-12051,OK
6.782,Master-v2,Tick,80,145,-65,95,62200,61600,1020,-1853020,-11520,OK
6.782,BidAsk-v3,Tick,0,0,0,0,62200,61600,0,0,0,OK
7.0,Arb-v2,Tick,20,120,-100,100,61900,61600,1732,17268,7268,OK
7.0,Default1,Tick,70,85,-15,15,61900,61600,1175,-9675,-11175,OK
7.0,Master-v2,Tick,90,145,-55,95,61900,61600,958,-2471958,-13458,OK
7.0,BidAsk-v3,Tick,0,0,0,0,61900,61600,0,0,0,OK
7.282,Arb-v2,Tick,20,120,-100,100,61700,61500,1732,17268,7268,OK
7.282,Default1,Tick,70,95,-25,25,61700,61500,1298,-8798,-11298,OK
7.282,Master-v2,Tick,100,145,-45,95,61700,61500,896,-3088896,-18396,OK
7.282,BidAsk-v3,Tick,0,0,0,0,61700,61500,0,0,0,OK
7.532,Arb-v2,Tick,20,120,-100,100,61600,61500,1732,17268,7268,OK
7.532,Default1,Tick,80,95,-15,15,61600,61500,1421,-9921,-11421,OK
7.532,Master-v2,Tick,100,155,-55,95,61600,61500,834,-2472834,-18334,OK
7.532,BidAsk-v3,Tick,0,0,0,0,61600,61500,0,0,0,OK
7.782,Arb-v2,Tick,20,120,-100,100,61800,61500,1732,17268,7268,OK
7.782,Default1,Tick,90,95,-5,5,61800,61500,1359,-12859,-13359,OK
7.782,Master-v2,Tick,100,165,-65,95,61800,61500,958,-1854958,-16458,OK
7.782,BidAsk-v3,Tick,0,0,0,0,61800,61500,0,0,0,OK
8.032,Arb-v2,Tick,20,120,-100,100,61500,61600,1732,17268,27268,OK
8.032,Default1,Tick,90,95,-5,5,61500,61600,1359,-12859,-12359,OK
8.032,Master-v2,Tick,110,165,-55,95,61500,61600,896,-2470896,-1396,OK
8.032,BidAsk-v3,Tick,0,0,0,0,61500,61600,0,0,0,OK
8.282,Arb-v2,Tick,20,120,-100,100,61500,61300,1732,17268,7268,OK
8.282,Default1,Tick,100,100,0,0,61500,61300,1359,-16359,-16359,OK
8.282,Master-v2,Tick,110,165,-55,95,61500,61300,896,-2470896,-24396,OK
8.282,BidAsk-v3,Tick,0,0,0,0,61500,61300,0,0,0,OK
8.532,Arb-v2,Tick,20,120,-100,100,61500,61300,1732,17268,7268,OK
8.532,Default1,Tick,100,100,0,0,61500,61300,1359,-16359,-16359,OK
8.532,Master-v2,Tick,110,165,-55,95,61500,61300,896,-2470896,-24396,OK
8.532,BidAsk-v3,Tick,0,0,0,0,61500,61300,0,0,0,OK
8.782,Arb-v2,Tick,20,120,-100,100,61300,61300,1732,17268,17268,OK
8.782,Default1,Tick,100,110,-10,10,61300,61300,1482,-17482,-17482,OK
8.782,Master-v2,Tick,110,165,-55,95,61300,61300,896,-2470896,-18896,OK
8.782,BidAsk-v3,Tick,0,0,0,0,61300,61300,0,0,0,OK
9.032,Arb-v2,Tick,20,120,-100,100,61500,61300,1732,17268,7268,OK
9.032,Default1,Tick,100,120,-20,20,61500,61300,1420,-17420,-19420,OK
9.032,Master-v2,Tick,110,175,-65,95,61500,61300,834,-1855834,-23334,OK
9.032,BidAsk-v3,Tick,0,0,0,0,61500,61300,0,0,0,OK
9.282,Arb-v2,Tick,20,120,-100,100,61500,61300,1732,17268,7268,OK
9.282,Default1,Tick,110,120,-10,10,61500,61300,1358,-19358,-20358,OK
9.282,Master-v2,Tick,110,185,-75,95,61500,61300,957,-1240957,-22457,OK
9.282,BidAsk-v3,Tick,0,0,0,0,61500,61300,0,0,0,OK
9.5,Arb-v2,Tick,20,120,-100,100,61500,61000,1732,17268,7268,OK
9.5,Default1,Tick,110,120,-10,10,61500,61000,1358,-19358,-20358,OK
9.5,Master-v2,Tick,110,185,-75,95,61500,61000,957,-1240957,-28457,OK
9.5,BidAsk-v3,Tick,0,0,0,0,61500,61000,0,0,0,OK
9.782,Arb-v2,Tick,20,120,-100,100,61300,60700,1732,17268,7268,OK
9.782,Default1,Tick,110,130,-20,20,61300,60700,1481,-17481,-19481,OK
9.782,Master-v2,Tick,110,185,-75,95,61300,60700,957,-1240957,-34457,OK
9.782,BidAsk-v3,Tick,0,0,0,0,61300,60700,0,0,0,OK
10.032,Arb-v2,Tick,20,120,-100,100,61100,60400,1732,17268,7268,OK
10.032,Default1,Tick,110,140,-30,30,61100,60400,1603,-13403,-16403,OK
10.032,Master-v2,Tick,110,188,-78,95,61100,60400,994,-1057694,-38694,OK
10.032,BidAsk-v3,Tick,0,0,0,0,61100,60400,0,0,0,OK
10.282,Arb-v2,Tick,20,120,-100,100,60800,60200,1732,17268,7268,OK
10.282,Default1,Tick,110,150,-40,40,60800,60200,1725,-6525,-10525,OK
10.282,Master-v2,Tick,110,198,-88,95,60800,60200,1116,-448816,-36216,OK
10.282,BidAsk-v3,Tick,0,0,0,0,60800,60200,0,0,0,OK
10.5,Arb-v2,Tick,20,120,-100,100,60600,59600,1732,17268,7268,OK
10.5,Default1,Tick,110,160,-50,50,60600,59600,1846,-2646,-7646,OK
10.5,Master-v2,Tick,110,208,-98,95,60600,59600,1237,157063,-31537,OK
10.5,BidAsk-v3,Tick,0,0,0,0,60600,59600,0,0,0,OK
10.782,Arb-v2,Tick,20,120,-100,100,60200,59700,1732,17268,7268,OK
10.782,Default1,Tick,120,160,-40,40,60200,59700,1786,-11586,-15586,OK
10.782,Master-v2,Tick,120,208,-88,95,60200,59700,1177,-444877,-35777,OK
10.782,BidAsk-v3,Tick,0,0,0,0,60200,59700,0,0,0,OK
11.032,Arb-v2,Tick,20,120,-100,100,60200,59800,1732,17268,7268,OK
11.032,Default1,Tick,120,160,-40,40,60200,59800,1786,-11586,-15586,OK
11.032,Master-v2,Tick,120,208,-88,95,60200,59800,1177,-444877,-35077,OK
11.032,BidAsk-v3,Tick,0,0,0,0,60200,59800,0,0,0,OK
11.282,Arb-v2,Tick,20,120,-100,100,60100,59400,1732,17268,7268,OK
11.282,Default1,Tick,130,160,-30,30,60100,59400,1906,-14706,-17706,OK
11.282,Master-v2,Tick,120,218,-98,95,60100,59400,1117,156183,-31817,OK
11.282,BidAsk-v3,Tick,0,0,0,0,60100,59400,0,0,0,OK
11.532,Arb-v2,Tick,20,120,-100,100,60300,59500,1732,17268,7268,OK
11.532,Default1,Tick,130,170,-40,40,60300,59500,2026,-8826,-12826,OK
11.532,Master-v2,Tick,130,218,-88,95,60300,59500,1057,-443757,-36057,OK
11.532,BidAsk-v3,Tick,0,0,0,0,60300,59500,0,0,0,OK
11.782,Arb-v2,Tick,20,120,-100,100,59700,59200,1732,17268,7268,OK
11.782,Default1,Tick,130,180,-50,50,59700,59200,2145,-5945,-10945,OK
11.782,Master-v2,Tick,130,228,-98,95,59700,59200,1176,153124,-34276,OK
11.782,BidAsk-v3,Tick,0,0,0,0,59700,59200,0,0,0,OK
12.032,Arb-v2,Tick,20,120,-100,100,59700,59500,1732,17268,7268,OK
12.032,Default1,Tick,140,180,-40,40,59700,59500,2085,-6885,-10885,OK
12.032,Master-v2,Tick,130,228,-98,95,59700,59500,1176,153124,-35176,OK
12.032,BidAsk-v3,Tick,0,0,0,0,59700,59500,0,0,0,OK
12.282,Arb-v2,Tick,20,120,-100,100,59700,59500,1732,17268,7268,OK
12.282,Default1,Tick,140,180,-40,40,59700,59500,2085,-6885,-10885,OK
12.282,Master-v2,Tick,130,228,-98,95,59700,59500,1176,153124,-35176,OK
12.282,BidAsk-v3,Tick,0,0,0,0,59700,59500,0,0,0,OK
12.532,Arb-v2,Tick,20,120,-100,100,59700,59600,1732,17268,7268,OK
12.532,Default1,Tick,140,180,-40,40,59700,59600,2085,-6885,-10885,OK
12.532,Master-v2,Tick,130,228,-98,95,59700,59600,1176,153124,-35476,OK
12.532,BidAsk-v3,Tick,0,0,0,0,59700,59600,0,0,0,OK
12.782,Arb-v2,Tick,20,120,-100,100,59700,59600,1732,17268,7268,OK
12.782,Default1,Tick,140,180,-40,40,59700,59600,2085,-6885,-10885,OK
12.782,Master-v2,Tick,130,228,-98,95,59700,59600,1176,153124,-35476,OK
12.782,BidAsk-v3,Tick,0,0,0,0,59700,59600,0,0,0,OK
13.032,Arb-v2,Tick,20,120,-100,100,60100,59700,1732,17268,7268,OK
13.032,Default1,Tick,150,180,-30,30,60100,59700,2205,-12005,-15005,OK
13.032,Master-v2,Tick,130,228,-98,95,60100,59700,1176,153124,-35776,OK
13.032,BidAsk-v3,Tick,0,0,0,0,60100,59700,0,0,0,OK
13.282,Arb-v2,Tick,20,120,-100,100,59900,59700,1732,17268,7268,OK
13.282,Default1,Tick,160,180,-20,20,59900,59700,2325,-15125,-17125,OK
13.282,Master-v2,Tick,130,228,-98,95,59900,59700,1176,153124,-35776,OK
13.282,BidAsk-v3,Tick,0,0,0,0,59900,59700,0,0,0,OK
13.532,Arb-v2,Tick,20,120,-100,100,59900,59700,1732,17268,7268,OK
13.532,Default1,Tick,160,180,-20,20,59900,59700,2325,-15125,-17125,OK
13.532,Master-v2,Tick,130,228,-98,95,59900,59700,1176,153124,-35776,OK
13.532,BidAsk-v3,Tick,0,0,0,0,59900,59700,0,0,0,OK
13.782,Arb-v2,Tick,20,120,-100,100,59900,59200,1732,17268,7268,OK
13.782,Default1,Tick,160,180,-20,20,59900,59200,2325,-15125,-17125,OK
13.782,Master-v2,Tick,130,228,-98,95,59900,59200,1176,153124,-34276,OK
13.782,BidAsk-v3,Tick,0,0,0,0,59900,59200,0,0,0,OK
14.032,Arb-v2,Tick,20,120,-100,100,59700,59400,1732,17268,7268,OK
14.032,Default1,Tick,160,190,-30,30,59700,59400,2444,-13244,-16244,OK
14.032,Master-v2,Tick,130,228,-98,95,59700,59400,1176,153124,-34876,OK
14.032,BidAsk-v3,Tick,0,0,0,0,59700,59400,0,0,0,OK
14.25,Arb-v2,Tick,20,120,-100,100,59900,59400,1732,17268,7268,OK
14.25,Default1,Tick,170,190,-20,20,59900,59400,2564,-17364,-19364,OK
14.25,Master-v2,Tick,130,228,-98,95,59900,59400,1176,153124,-34876,OK
14.25,BidAsk-v3,Tick,0,0,0,0,59900,59400,0,0,0,OK
14.532,Arb-v2,Tick,20,120,-100,100,59900,59400,1732,17268,7268,OK
14.532,Default1,Tick,170,190,-20,20,59900,59400,2564,-17364,-19364,OK
14.532,Master-v2,Tick,130,228,-98,95,59900,59400,1176,153124,-34876,OK
14.532,BidAsk-v3,Tick,0,0,0,0,59900,59400,0,0,0,OK
14.782,Arb-v2,Tick,20,120,-100,100,59900,59600,1732,17268,7268,OK
14.782,Default1,Tick,170,190,-20,20,59900,59600,2564,-17364,-19364,OK
14.782,Master-v2,Tick,130,228,-98,95,59900,59600,1176,153124,-35476,OK
14.782,BidAsk-v3,Tick,0,0,0,0,59900,59600,0,0,0,OK
15.032,Arb-v2,Tick,20,120,-100,100,59900,59500,1732,17268,7268,OK
15.032,Default1,Tick,170,190,-20,20,59900,59500,2564,-17364,-19364,OK
15.032,Master-v2,Tick,130,228,-98,95,59900,59500,1176,153124,-35176,OK
15.032,BidAsk-v3,Tick,0,0,0,0,59900,59500,0,0,0,OK
15.25,Arb-v2,Tick,20,120,-100,100,59700,59300,1732,17268,7268,OK
15.25,Default1,Tick,170,200,-30,30,59700,59300,2683,-14483,-17483,OK
15.25,Master-v2,Tick,130,228,-98,95,59700,59300,1176,153124,-34576,OK
15.25,BidAsk-v3,Tick,0,0,0,0,59700,59300,0,0,0,OK
15.532,Arb-v2,Tick,20,120,-100,100,59700,59300,1732,17268,7268,OK
15.532,Default1,Tick,170,210,-40,40,59700,59300,2802,-10602,-14602,OK
15.532,Master-v2,Tick,130,228,-98,95,59700,59300,1176,153124,-34576,OK
15.532,BidAsk-v3,Tick,0,0,0,0,59700,59300,0,0,0,OK
15.75,Arb-v2,Tick,20,120,-100,100,59200,58500,1732,17268,7268,OK
15.75,Default1,Tick,190,210,-20,20,59200,58500,2860,-29660,-31660,OK
15.75,Master-v2,Tick,140,228,-88,95,59200,58500,1117,-439817,-39117,OK
15.75,BidAsk-v3,Tick,0,0,0,0,59200,58500,0,0,0,OK
16.032,Arb-v2,Tick,20,120,-100,100,58400,58000,1732,17268,7268,OK
16.032,Default1,Tick,200,210,-10,10,58400,58000,2802,-34602,-35602,OK
16.032,Master-v2,Tick,150,228,-78,95,58400,58000,1059,-1023759,-45559,OK
16.032,BidAsk-v3,Tick,0,0,0,0,58400,58000,0,0,0,OK
16.282,Arb-v2,Tick,20,120,-100,100,58300,58000,1732,17268,7268,OK
16.282,Default1,Tick,200,220,-20,20,58300,58000,2919,-31719,-33719,OK
16.282,Master-v2,Tick,150,238,-88,95,58300,58000,1176,-440876,-43676,OK
16.282,BidAsk-v3,Tick,0,0,0,0,58300,58000,0,0,0,OK
16.532,Arb-v2,Tick,20,120,-100,100,58200,58000,1732,17268,7268,OK
16.532,Default1,Tick,200,230,-30,30,58200,58000,3035,-30035,-33035,OK
16.532,Master-v2,Tick,150,238,-88,95,58200,58000,1176,-440876,-43676,OK
16.532,BidAsk-v3,Tick,0,0,0,0,58200,58000,0,0,0,OK
16.75,Arb-v2,Tick,20,120,-100,100,58200,57500,1732,17268,7268,OK
16.75,Default1,Tick,200,230,-30,30,58200,57500,3035,-30035,-33035,OK
16.75,Master-v2,Tick,150,238,-88,95,58200,57500,1176,-440876,-47176,OK
16.75,BidAsk-v3,Tick,0,0,0,0,58200,57500,0,0,0,OK
17.032,Arb-v2,Tick,20,120,-100,100,57600,57600,1732,17268,17268,OK
17.032,Default1,Tick,210,240,-30,30,57600,57600,3093,-25093,-25093,OK
17.032,Master-v2,Tick,160,238,-78,95,57600,57600,1118,-1016818,-37618,OK
17.032,BidAsk-v3,Tick,0,0,0,0,57600,57600,0,0,0,OK
17.25,Arb-v2,Tick,64,120,-56,56,57400,57600,2237,21163,26763,OK
17.25,Default1,Tick,210,240,-30,30,57400,57600,3093,-25093,-22093,OK
17.25,Master-v2,Tick,160,238,-78,95,57400,57600,1118,-1016818,-29818,OK
17.25,BidAsk-v3,Tick,0,0,0,0,57400,57600,0,0,0,OK
17.532,Arb-v2,Tick,64,120,-56,56,58000,58000,2237,21163,21163,OK
17.532,Default1,Tick,220,240,-20,20,58000,58000,3209,-27209,-27209,OK
17.532,Master-v2,Tick,160,248,-88,95,58000,58000,1060,-436760,-30760,OK
17.532,BidAsk-v3,Tick,0,0,0,0,58000,58000,0,0,0,OK
17.782,Arb-v2,Tick,64,120,-56,56,58000,58000,2237,21163,21163,OK
17.782,Default1,Tick,220,240,-20,20,58000,58000,3209,-27209,-27209,OK
17.782,Master-v2,Tick,160,248,-88,95,58000,58000,1060,-436760,-30760,OK
17.782,BidAsk-v3,Tick,0,0,0,0,58000,58000,0,0,0,OK
18.032,Arb-v2,Tick,64,120,-56,56,58000,58000,2237,21163,21163,OK
18.032,Default1,Tick,220,240,-20,20,58000,58000,3209,-27209,-27209,OK
18.032,Master-v2,Tick,160,248,-88,95,58000,58000,1060,-436760,-30760,OK
18.032,BidAsk-v3,Tick,0,0,0,0,58000,58000,0,0,0,OK
18.25,Arb-v2,Tick,64,120,-56,56,58000,57700,2237,21163,15563,OK
18.25,Default1,Tick,220,240,-20,20,58000,57700,3209,-27209,-29209,OK
18.25,Master-v2,Tick,160,248,-88,95,58000,57700,1060,-436760,-41660,OK
18.25,BidAsk-v3,Tick,0,0,0,0,58000,57700,0,0,0,OK
18.5,Arb-v2,Tick,64,140,-76,76,58100,57600,2469,32931,25331,OK
18.5,Default1,Tick,230,240,-10,10,58100,57600,3151,-34151,-35151,OK
18.5,Master-v2,Tick,170,248,-78,95,58100,57600,1002,-1017702,-46302,OK
18.5,BidAsk-v3,Tick,0,0,0,0,58100,57600,0,0,0,OK
18.75,Arb-v2,Tick,64,140,-76,76,58100,57600,2469,32931,25331,OK
18.75,Default1,Tick,230,240,-10,10,58100,57600,3151,-34151,-35151,OK
18.75,Master-v2,Tick,170,248,-78,95,58100,57600,1002,-1017702,-46302,OK
18.75,BidAsk-v3,Tick,0,0,0,0,58100,57600,0,0,0,OK
19.032,Arb-v2,Tick,64,160,-96,96,57800,57500,2700,38700,29100,OK
19.032,Default1,Tick,240,240,0,0,57800,57500,3093,-38093,-38093,OK
19.032,Master-v2,Tick,180,248,-68,95,57800,57500,944,-1595644,-49944,OK
19.032,BidAsk-v3,Tick,0,0,0,0,57800,57500,0,0,0,OK
19.282,Arb-v2,Tick,64,160,-96,96,58000,57500,2700,38700,29100,OK
19.282,Default1,Tick,240,250,-10,10,58000,57500,3035,-38035,-39035,OK
19.282,Master-v2,Tick,180,258,-78,95,58000,57500,886,-1016586,-46886,OK
19.282,BidAsk-v3,Tick,0,0,0,0,58000,57500,0,0,0,OK
19.5,Arb-v2,Tick,64,160,-96,96,58000,57600,2700,38700,29100,OK
19.5,Default1,Tick,240,250,-10,10,58000,57600,3035,-38035,-39035,OK
19.5,Master-v2,Tick,180,258,-78,95,58000,57600,886,-1016586,-45186,OK
19.5,BidAsk-v3,Tick,0,0,0,0,58000,57600,0,0,0,OK
19.75,Arb-v2,Tick,64,160,-96,96,58000,57600,2700,38700,29100,OK
19.75,Default1,Tick,240,250,-10,10,58000,57600,3035,-38035,-39035,OK
19.75,Master-v2,Tick,180,258,-78,95,58000,57600,886,-1016586,-45186,OK
19.75,BidAsk-v3,Tick,0,0,0,0,58000,57600,0,0,0,OK
20.032,Arb-v2,Tick,64,160,-96,96,58000,57600,2700,38700,29100,OK
20.032,Default1,Tick,240,250,-10,10,58000,57600,3035,-38035,-39035,OK
20.032,Master-v2,Tick,180,258,-78,95,58000,57600,886,-1016586,-45186,OK
20.032,BidAsk-v3,Tick,0,0,0,0,58000,57600,0,0,0,OK
20.25,Arb-v2,Tick,64,164,-100,100,57700,57200,2746,39054,29054,OK
20.25,Default1,Tick,244,260,-16,16,57700,57200,3127,-38327,-39927,OK
20.25,Master-v2,Tick,190,258,-68,95,57700,57200,828,-1593528,-55928,OK
20.25,BidAsk-v3,Tick,0,0,0,0,57700,57200,0,0,0,OK
20.5,Arb-v2,Tick,64,164,-100,100,57100,56500,2746,39054,29054,OK
20.5,Default1,Tick,264,260,4,-4,57100,56500,3012,-52212,-51812,OK
20.5,Master-v2,Tick,210,258,-48,95,57100,56500,713,-2739413,-88713,OK
20.5,BidAsk-v3,Tick,0,0,0,0,57100,56500,0,0,0,OK
20.75,Arb-v2,Tick,64,164,-100,100,56700,56200,2746,39054,29054,OK
20.75,Default1,Tick,264,270,-6,6,56700,56200,2955,-51155,-51755,OK
20.75,Master-v2,Tick,220,258,-38,95,56700,56200,826,-3306526,-106926,OK
20.75,BidAsk-v3,Tick,0,0,0,0,56700,56200,0,0,0,OK
