time,price,instrument
61358.609,58650.0,future
61358.609,58450.0,etf
61358.625,58650.0,future
61358.625,58450.0,etf
61358.671,58750.0,future
61358.671,58450.0,etf
61358.703,58950.0,future
61358.703,58550.0,etf
61358.703,58950.0,future
61358.703,58850.0,etf
61358.703,58950.0,future
61358.703,58750.0,etf
61358.703,58950.0,future
61358.703,58750.0,etf
61358.718,59100.0,future
61358.734,58750.0,etf
61358.75,59150.0,future
61358.75,58600.0,etf
61358.75,59150.0,future
61358.75,58750.0,etf
61358.75,59150.0,future
61358.75,58750.0,etf
61358.75,59150.0,future
61358.75,58650.0,etf
61358.765,59050.0,future
61358.765,58650.0,etf
61358.812,59100.0,future
61358.812,58800.0,etf
61358.812,59100.0,future
61358.812,58700.0,etf
61358.828,59050.0,future
61358.828,58700.0,etf
61358.859,59000.0,future
61358.859,58650.0,etf
61358.859,59000.0,future
61358.859,58650.0,etf
61358.875,58950.0,future
61358.875,58600.0,etf
61358.906,58850.0,future
61358.906,58550.0,etf
61358.906,58850.0,future
61358.906,58700.0,etf
61358.906,58850.0,future
61358.906,58450.0,etf
61358.937,58800.0,future
61358.937,58450.0,etf
61358.953,58800.0,future
61358.953,58400.0,etf
61358.968,58900.0,future
61358.968,58400.0,etf
61359.0,58900.0,future
61359.0,58500.0,etf
61359.015,58950.0,future
61359.015,58500.0,etf
61359.062,58950.0,future
61359.062,58550.0,etf
61359.078,59050.0,future
61359.078,58550.0,etf
61359.109,59100.0,future
61359.109,58650.0,etf
61359.109,59100.0,future
61359.109,58700.0,etf
61359.14,59100.0,future
61359.14,58700.0,etf
61359.156,59150.0,future
61359.156,58700.0,etf
61359.156,59150.0,future
61359.156,58750.0,etf
61359.171,59150.0,future
61359.171,58750.0,etf
61359.203,59050.0,future
61359.203,58750.0,etf
61359.203,59050.0,future
61359.203,58650.0,etf
61359.203,59050.0,future
61359.203,58650.0,etf
61359.234,58950.0,future
61359.234,58650.0,etf
61359.265,59000.0,future
61359.265,58550.0,etf
61359.312,59150.0,future
61359.312,58650.0,etf
61359.312,59150.0,future
61359.312,58750.0,etf
61359.328,59150.0,future
61359.328,58750.0,etf
61359.375,59350.0,future
61359.375,58900.0,etf
61359.406,59450.0,future
61359.406,58900.0,etf
61359.406,59450.0,future
61359.406,58900.0,etf
61359.406,59450.0,future
61359.406,58900.0,etf
61359.406,59450.0,future
61359.406,58950.0,etf
61359.406,59450.0,future
61359.406,58950.0,etf
61359.437,59450.0,future
61359.437,58950.0,etf
61359.453,59550.0,future
61359.453,58950.0,etf
61359.453,59550.0,future
61359.453,58950.0,etf
61359.453,59550.0,future
61359.453,58950.0,etf
61359.453,59550.0,future
61359.453,58950.0,etf
61359.484,59600.0,future
61359.484,58950.0,etf
61359.5,59800.0,future
61359.5,59550.0,etf
61359.5,59800.0,future
61359.5,59400.0,etf
61359.515,59750.0,future
61359.515,59350.0,etf
61359.562,59700.0,future
61359.562,59250.0,etf
61359.562,59700.0,future
61359.562,59200.0,etf
61359.578,59650.0,future
61359.578,59200.0,etf
61359.609,59700.0,future
61359.609,59550.0,etf
61359.609,59700.0,future
61359.609,59550.0,etf
61359.609,59700.0,future
61359.609,59550.0,etf
61359.609,59700.0,future
61359.609,59300.0,etf
61359.625,59800.0,future
61359.625,59300.0,etf
61359.656,59800.0,future
61359.656,59400.0,etf
61359.687,59850.0,future
61359.687,59400.0,etf
61359.703,59750.0,future
61359.703,59450.0,etf
61359.703,59750.0,future
61359.703,59600.0,etf
61359.703,59750.0,future
61359.703,59350.0,etf
61359.718,59700.0,future
61359.718,59750.0,etf
61359.75,59450.0,future
61359.75,59750.0,etf
61359.75,59450.0,future
61359.75,59250.0,etf
61359.75,59450.0,future
61359.75,59250.0,etf
61359.765,59450.0,future
61359.765,59250.0,etf
61359.812,59600.0,future
61359.812,59250.0,etf
61359.812,59600.0,future
61359.812,59600.0,etf
61359.812,59600.0,future
61359.812,59400.0,etf
61359.828,59700.0,future
61359.828,59400.0,etf
61359.859,59650.0,future
61359.859,59500.0,etf
61359.859,59650.0,future
61359.859,59450.0,etf
61359.875,59700.0,future
61359.875,59450.0,etf
61359.906,59600.0,future
61359.906,59500.0,etf
61359.906,59600.0,future
61359.906,59400.0,etf
61359.921,59550.0,future
61359.921,59400.0,etf
61359.968,59150.0,future
61359.968,59350.0,etf
61360.015,58950.0,future
61360.015,58950.0,etf
61360.062,59100.0,future
61360.062,58750.0,etf
61360.078,59150.0,future
61360.078,58900.0,etf
61360.125,59050.0,future
61360.125,58950.0,etf
61360.156,58950.0,future
61360.156,59250.0,etf
61360.171,58950.0,future
61360.171,59250.0,etf
61360.171,58950.0,future
61360.171,58850.0,etf
61360.218,58750.0,future
61360.218,58850.0,etf
61360.265,59100.0,future
61360.265,58650.0,etf
61360.312,59100.0,future
61360.312,59000.0,etf
61360.343,59200.0,future
61360.343,59000.0,etf
61360.359,59150.0,future
61360.359,59100.0,etf
61360.359,59150.0,future
61360.359,59050.0,etf
61360.39,59050.0,future
61360.39,59050.0,etf
61360.406,59100.0,future
61360.406,58950.0,etf
61360.406,59100.0,future
61360.406,59000.0,etf
61360.437,59050.0,future
61360.437,59000.0,etf
61360.468,59100.0,future
61360.468,58950.0,etf
61360.5,59250.0,future
61360.5,59000.0,etf
61360.5,59250.0,future
61360.5,59450.0,etf
61360.5,59250.0,future
61360.5,59150.0,etf
61360.515,59200.0,future
61360.515,59150.0,etf
61360.562,59450.0,future
61360.562,59100.0,etf
61360.562,59450.0,future
61360.562,59400.0,etf
61360.562,59450.0,future
61360.562,59350.0,etf
61360.578,59450.0,future
61360.578,59350.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59950.0,etf
61360.609,59450.0,future
61360.609,59750.0,etf
61360.609,59450.0,future
61360.609,59750.0,etf
61360.609,59450.0,future
61360.609,59850.0,etf
61360.625,59450.0,future
61360.625,59850.0,etf
61360.656,59400.0,future
61360.656,59850.0,etf
61360.656,59400.0,future
61360.656,59800.0,etf
61360.671,59400.0,future
61360.671,59800.0,etf
61360.703,59300.0,future
61360.703,59800.0,etf
61360.703,59300.0,future
61360.703,59700.0,etf
61360.718,59350.0,future
61360.718,59700.0,etf
61360.75,59350.0,future
61360.75,59750.0,etf
61360.765,59350.0,future
61360.765,59750.0,etf
61360.812,59300.0,future
61360.812,59750.0,etf
61360.812,59300.0,future
61360.812,59700.0,etf
61360.828,59300.0,future
61360.828,59700.0,etf
61360.859,59400.0,future
61360.859,59300.0,etf
61360.859,59400.0,future
61360.859,59300.0,etf
61360.859,59400.0,future
61360.859,59700.0,etf
61360.875,59350.0,future
61360.875,59700.0,etf
61360.906,59300.0,future
61360.906,59650.0,etf
61360.906,59300.0,future
61360.906,59600.0,etf
61360.921,59200.0,future
61360.921,59600.0,etf
61360.953,59150.0,future
61360.953,59500.0,etf
61360.953,59150.0,future
61360.953,59450.0,etf
61360.968,59150.0,future
61360.968,59450.0,etf
61361.0,59250.0,future
61361.0,59450.0,etf
61361.0,59250.0,future
61361.0,59600.0,etf
61361.0,59250.0,future
61361.0,59550.0,etf
61361.015,59200.0,future
61361.015,59550.0,etf
61361.062,59150.0,future
61361.062,59100.0,etf
61361.062,59150.0,future
61361.062,59350.0,etf
61361.078,59050.0,future
61361.078,59350.0,etf
61361.109,59050.0,future
61361.109,59250.0,etf
61361.125,58950.0,future
61361.125,59250.0,etf
61361.156,58800.0,future
61361.156,59150.0,etf
61361.156,58800.0,future
61361.156,58850.0,etf
61361.156,58800.0,future
61361.156,59000.0,etf
61361.171,58950.0,future
61361.171,59000.0,etf
61361.203,58850.0,future
61361.203,59150.0,etf
61361.203,58850.0,future
61361.203,59150.0,etf
61361.203,58850.0,future
61361.203,59050.0,etf
61361.218,58950.0,future
61361.218,59050.0,etf
61361.25,58850.0,future
61361.25,59150.0,etf
61361.25,58850.0,future
61361.25,59300.0,etf
61361.25,58850.0,future
61361.25,59300.0,etf
61361.25,58850.0,future
61361.25,59150.0,etf
61361.265,59050.0,future
61361.265,59150.0,etf
61361.312,59050.0,future
61361.312,59350.0,etf
61361.328,59050.0,future
61361.328,59350.0,etf
61361.359,59100.0,future
61361.359,59350.0,etf
61361.359,59100.0,future
61361.359,59400.0,etf
61361.375,59150.0,future
61361.375,59400.0,etf
61361.406,59250.0,future
61361.406,59450.0,etf
61361.406,59250.0,future
61361.406,59300.0,etf
61361.406,59250.0,future
61361.406,59300.0,etf
61361.406,59250.0,future
61361.406,59450.0,etf
61361.421,59250.0,future
61361.421,59450.0,etf
61361.468,59300.0,future
61361.468,59450.0,etf
61361.468,59250.0,future
61361.468,59450.0,etf
61361.5,59250.0,future
61361.5,59450.0,etf
61361.515,59150.0,future
61361.515,59450.0,etf
61361.562,59100.0,future
61361.562,59350.0,etf
61361.562,59100.0,future
61361.562,59300.0,etf
61361.578,59050.0,future
61361.578,59300.0,etf
61361.609,59100.0,future
61361.609,59250.0,etf
61361.609,59100.0,future
61361.609,59300.0,etf
61361.64,59250.0,future
61361.64,59300.0,etf
61361.656,59250.0,future
61361.656,59450.0,etf
61361.687,59350.0,future
61361.687,59450.0,etf
61361.718,59250.0,future
61361.718,59300.0,etf
61361.75,59400.0,future
61361.75,59350.0,etf
61361.75,59400.0,future
61361.75,59450.0,etf
61361.75,59400.0,future
61361.75,59450.0,etf
61361.781,59450.0,future
61361.781,59450.0,etf
61361.812,59300.0,future
61361.812,59300.0,etf
61361.812,59300.0,future
61361.812,59300.0,etf
61361.828,59350.0,future
61361.828,59300.0,etf
61361.875,59350.0,future
61361.875,59350.0,etf
61361.906,59150.0,future
61361.906,59350.0,etf
61361.906,59150.0,future
61361.906,59300.0,etf
61361.906,59150.0,future
61361.906,59150.0,etf
61361.937,59150.0,future
61361.937,59150.0,etf
61361.968,59150.0,future
61361.968,59150.0,etf
61361.968,59450.0,future
61361.968,59150.0,etf
61362.0,59550.0,future
61362.0,59450.0,etf
61362.0,59550.0,future
61362.0,59300.0,etf
61362.0,59550.0,future
61362.0,59300.0,etf
61362.0,59550.0,future
61362.0,59450.0,etf
61362.015,59500.0,future
61362.015,59450.0,etf
61362.062,59350.0,future
61362.062,59400.0,etf
61362.062,59350.0,future
61362.062,59350.0,etf
61362.062,59350.0,future
61362.062,59250.0,etf
61362.078,59350.0,future
61362.078,59250.0,etf
61362.109,59350.0,future
61362.109,59250.0,etf
61362.125,59350.0,future
61362.125,59250.0,etf
61362.156,59250.0,future
61362.156,59250.0,etf
61362.156,59250.0,future
61362.156,59150.0,etf
61362.171,59250.0,future
61362.171,59150.0,etf
61362.203,59350.0,future
61362.203,59150.0,etf
61362.203,59350.0,future
61362.203,59150.0,etf
61362.203,59350.0,future
61362.203,59350.0,etf
61362.203,59350.0,future
61362.203,59250.0,etf
61362.218,59350.0,future
61362.218,59250.0,etf
61362.25,59300.0,future
61362.25,59250.0,etf
61362.25,59300.0,future
61362.25,59200.0,etf
61362.265,59300.0,future
61362.265,59200.0,etf
61362.312,59200.0,future
61362.312,59200.0,etf
61362.312,59200.0,future
61362.312,59300.0,etf
61362.312,59200.0,future
61362.312,59150.0,etf
61362.328,59050.0,future
61362.328,59150.0,etf
61362.359,59150.0,future
61362.359,59300.0,etf
61362.359,59150.0,future
61362.359,59150.0,etf
61362.375,59150.0,future
61362.375,59150.0,etf
61362.406,59000.0,future
61362.406,59150.0,etf
61362.406,59000.0,future
61362.406,59150.0,etf
61362.406,59000.0,future
61362.406,59300.0,etf
61362.406,59000.0,future
61362.406,59300.0,etf
61362.406,59000.0,future
61362.406,59150.0,etf
61362.437,59150.0,future
61362.437,59150.0,etf
61362.453,59150.0,future
61362.453,59250.0,etf
61362.468,59150.0,future
61362.468,59250.0,etf
61362.5,59050.0,future
61362.5,59250.0,etf
61362.5,59050.0,future
61362.5,59300.0,etf
61362.5,59050.0,future
61362.5,59150.0,etf
61362.515,59150.0,future
61362.515,59150.0,etf
61362.562,59050.0,future
61362.562,59250.0,etf
61362.562,59050.0,future
61362.562,59300.0,etf
61362.562,59050.0,future
61362.562,59150.0,etf
61362.578,59050.0,future
61362.578,59150.0,etf
61362.609,59000.0,future
61362.609,59150.0,etf
61362.609,59000.0,future
61362.609,59150.0,etf
61362.625,58950.0,future
61362.625,59150.0,etf
61362.656,58950.0,future
61362.656,59300.0,etf
61362.656,58950.0,future
61362.656,59150.0,etf
61362.671,58950.0,future
61362.671,59150.0,etf
61362.703,59050.0,future
61362.703,59150.0,etf
61362.703,59050.0,future
61362.703,59350.0,etf
61362.703,59050.0,future
61362.703,59250.0,etf
61362.718,59100.0,future
61362.718,59250.0,etf
61362.75,58950.0,future
61362.75,59300.0,etf
61362.75,58950.0,future
61362.75,59150.0,etf
61362.765,58950.0,future
61362.765,59150.0,etf
61362.828,59300.0,future
61362.828,59050.0,etf
61362.859,59250.0,future
61362.859,59400.0,etf
61362.859,59250.0,future
61362.859,59350.0,etf
61362.89,59350.0,future
61362.89,59350.0,etf
61362.921,59550.0,future
61362.921,59450.0,etf
61362.953,59300.0,future
61362.953,59650.0,etf
61362.953,59300.0,future
61362.953,59450.0,etf
61362.953,59300.0,future
61362.953,59300.0,etf
61362.953,59300.0,future
61362.953,59300.0,etf
61362.984,59450.0,future
61362.984,59300.0,etf
61363.015,59300.0,future
61363.015,59450.0,etf
61363.078,59150.0,future
61363.078,59300.0,etf
61363.109,59050.0,future
61363.109,59150.0,etf
61363.109,59050.0,future
61363.109,59050.0,etf
61363.125,59000.0,future
61363.125,58900.0,etf
61363.156,58950.0,future
61363.156,58900.0,etf
61363.156,58950.0,future
61363.156,58900.0,etf
61363.156,58950.0,future
61363.156,58850.0,etf
61363.171,58950.0,future
61363.171,58850.0,etf
61363.203,58950.0,future
61363.203,58850.0,etf
61363.218,58900.0,future
61363.218,58850.0,etf
61363.25,59050.0,future
61363.25,58800.0,etf
61363.25,59050.0,future
61363.25,58950.0,etf
61363.265,59050.0,future
61363.265,58950.0,etf
61363.312,59150.0,future
61363.312,58950.0,etf
61363.312,59150.0,future
61363.312,59000.0,etf
61363.312,59150.0,future
61363.312,59050.0,etf
61363.328,59100.0,future
61363.328,59050.0,etf
61363.359,59450.0,future
61363.359,59000.0,etf
61363.359,59450.0,future
61363.359,59350.0,etf
61363.359,59450.0,future
61363.359,59350.0,etf
61363.375,59450.0,future
61363.375,59350.0,etf
61363.406,59400.0,future
61363.406,59350.0,etf
61363.406,59400.0,future
61363.406,59300.0,etf
61363.437,59500.0,future
61363.437,59300.0,etf
61363.453,59450.0,future
61363.453,59350.0,etf
61363.453,59450.0,future
61363.453,59350.0,etf
61363.468,59400.0,future
61363.468,59350.0,etf
61363.5,59400.0,future
61363.5,59300.0,etf
61363.515,59350.0,future
61363.515,59300.0,etf
61363.562,59400.0,future
61363.562,59250.0,etf
61363.562,59400.0,future
61363.562,59300.0,etf
61363.578,59350.0,future
61363.578,59300.0,etf
61363.609,59350.0,future
61363.609,59250.0,etf
61363.625,59350.0,future
61363.625,59250.0,etf
61363.656,59350.0,future
61363.656,59250.0,etf
61363.671,59200.0,future
61363.671,59250.0,etf
61363.703,59250.0,future
61363.703,59100.0,etf
61363.703,59250.0,future
61363.703,59150.0,etf
61363.718,59250.0,future
61363.718,59150.0,etf
61363.75,59250.0,future
61363.75,59150.0,etf
61363.765,59150.0,future
61363.765,59150.0,etf
61363.812,59000.0,future
61363.812,59050.0,etf
61363.812,59000.0,future
61363.812,58900.0,etf
61363.828,59050.0,future
61363.828,58900.0,etf
61363.859,58950.0,future
61363.859,58950.0,etf
61363.859,58950.0,future
61363.859,59100.0,etf
61363.859,58950.0,future
61363.859,58850.0,etf
61363.875,58950.0,future
61363.875,58850.0,etf
61363.906,59150.0,future
61363.906,58850.0,etf
61363.906,59150.0,future
61363.906,59050.0,etf
61363.921,59200.0,future
61363.921,59050.0,etf
61363.953,59250.0,future
61363.968,59100.0,etf
61363.968,59250.0,future
61363.968,59150.0,etf
61364.015,59150.0,future
61364.015,59150.0,etf
61364.062,59150.0,future
61364.062,59050.0,etf
61364.062,59150.0,future
61364.062,59050.0,etf
61364.078,59250.0,future
61364.078,59050.0,etf
61364.109,59250.0,future
61364.109,59150.0,etf
61364.125,59250.0,future
61364.125,59150.0,etf
61364.156,59150.0,future
61364.156,59150.0,etf
61364.156,59150.0,future
61364.156,59050.0,etf
61364.171,59250.0,future
61364.171,59050.0,etf
61364.203,59150.0,future
61364.203,59150.0,etf
61364.203,59150.0,future
61364.203,59000.0,etf
61364.203,59150.0,future
61364.203,59050.0,etf
61364.234,59150.0,future
61364.234,59050.0,etf
61364.25,59050.0,future
61364.25,59050.0,etf
61364.25,59050.0,future
61364.25,58950.0,etf
61364.281,58950.0,future
61364.281,58950.0,etf
61364.312,58950.0,future
61364.312,58850.0,etf
61364.343,59250.0,future
61364.343,58850.0,etf
61364.359,59300.0,future
61364.359,59150.0,etf
61364.359,59300.0,future
61364.359,59150.0,etf
61364.359,59300.0,future
61364.359,59200.0,etf
61364.39,59250.0,future
61364.39,59200.0,etf
61364.406,59200.0,future
61364.406,59150.0,etf
61364.406,59200.0,future
61364.406,59100.0,etf
61364.421,59200.0,future
61364.421,59100.0,etf
61364.453,59350.0,future
61364.453,59100.0,etf
61364.453,59350.0,future
61364.453,59250.0,etf
61364.453,59350.0,future
61364.453,59250.0,etf
61364.468,59400.0,future
61364.468,59250.0,etf
61364.515,59350.0,future
61364.515,59300.0,etf
61364.578,59050.0,future
61364.578,59250.0,etf
61364.609,59000.0,future
61364.609,58950.0,etf
61364.609,59000.0,future
61364.609,58900.0,etf
61364.64,59050.0,future
61364.64,58900.0,etf
61364.656,59000.0,future
61364.671,58950.0,etf
