time,price,instrument
14506.953,72650.0,etf
14506.984,72550.0,future
14506.984,72650.0,etf
14507.015,72250.0,future
14507.015,72750.0,etf
14507.078,72350.0,future
14507.078,72450.0,etf
14507.125,72350.0,future
14507.125,72550.0,etf
14507.156,72350.0,future
14507.156,72550.0,etf
14507.187,72450.0,future
14507.187,72550.0,etf
14507.218,72500.0,future
14507.218,72650.0,etf
14507.25,72350.0,future
14507.25,72750.0,etf
14507.25,72350.0,future
14507.25,72700.0,etf
14507.25,72350.0,future
14507.25,72650.0,etf
14507.281,72350.0,future
14507.281,72650.0,etf
14507.312,72350.0,future
14507.312,72650.0,etf
14507.375,72400.0,future
14507.375,72650.0,etf
14507.406,72400.0,future
14507.406,72700.0,etf
14507.421,72500.0,future
14507.421,72700.0,etf
14507.453,72450.0,future
14507.453,72750.0,etf
14507.453,72450.0,future
14507.453,72750.0,etf
14507.468,72450.0,future
14507.468,72550.0,etf
14507.5,72550.0,future
14507.5,72650.0,etf
14507.5,72550.0,future
14507.5,72650.0,etf
14507.5,72550.0,future
14507.5,72750.0,etf
14507.515,72450.0,future
14507.515,72750.0,etf
14507.578,72650.0,future
14507.578,72650.0,etf
14507.625,73300.0,future
14507.625,72600.0,etf
14507.656,73450.0,future
14507.656,72950.0,etf
14507.656,73450.0,future
14507.656,72950.0,etf
14507.656,73450.0,future
14507.656,72950.0,etf
14507.656,73450.0,future
14507.656,72950.0,etf
14507.656,73450.0,future
14507.656,72950.0,etf
14507.656,73450.0,future
14507.656,72950.0,etf
14507.656,73450.0,future
14507.656,73300.0,etf
14507.656,73450.0,future
14507.656,73250.0,etf
14507.671,73450.0,future
14507.671,73250.0,etf
14507.703,73400.0,future
14507.703,73250.0,etf
14507.718,73400.0,future
14507.718,73200.0,etf
14507.765,73450.0,future
14507.765,73200.0,etf
14507.765,73650.0,future
14507.765,73200.0,etf
14507.828,73650.0,future
14507.828,73250.0,etf
14507.859,73650.0,future
14507.859,73350.0,etf
14507.859,73650.0,future
14507.859,73350.0,etf
14507.89,73650.0,future
14507.89,73350.0,etf
14507.921,73600.0,future
14507.921,73350.0,etf
14507.953,73700.0,future
14507.953,73300.0,etf
14507.953,73700.0,future
14507.953,73200.0,etf
14507.953,73700.0,future
14507.953,73350.0,etf
14507.984,73550.0,future
14507.984,73350.0,etf
14508.031,73450.0,future
14508.031,73250.0,etf
14508.062,73250.0,future
14508.062,73150.0,etf
14508.109,73200.0,future
14508.109,73200.0,etf
14508.109,73200.0,future
14508.109,73050.0,etf
14508.125,73300.0,future
14508.125,73050.0,etf
14508.156,73350.0,future
14508.156,73100.0,etf
14508.156,73350.0,future
14508.156,73150.0,etf
14508.171,73300.0,future
14508.171,73150.0,etf
14508.203,73150.0,future
14508.203,73100.0,etf
14508.203,73150.0,future
14508.203,73200.0,etf
14508.218,73150.0,future
14508.218,73200.0,etf
14508.218,73150.0,future
14508.218,73050.0,etf
14508.25,73150.0,future
14508.25,73050.0,etf
14508.281,73000.0,future
14508.281,73050.0,etf
14508.343,72450.0,future
14508.343,72900.0,etf
14508.359,72600.0,future
14508.359,72900.0,etf
14508.359,72600.0,future
14508.359,72900.0,etf
14508.359,72600.0,future
14508.359,72900.0,etf
14508.359,72600.0,future
14508.359,72850.0,etf
14508.375,72650.0,future
14508.375,72850.0,etf
14508.406,72750.0,future
14508.406,72850.0,etf
14508.406,72750.0,future
14508.406,72950.0,etf
14508.421,72750.0,future
14508.421,72950.0,etf
14508.453,72750.0,future
14508.453,72950.0,etf
14508.468,72750.0,future
14508.468,72950.0,etf
14508.5,72850.0,future
14508.5,72950.0,etf
14508.5,72850.0,future
14508.5,73150.0,etf
14508.5,72850.0,future
14508.5,73050.0,etf
14508.5,72850.0,future
14508.5,73050.0,etf
14508.515,72850.0,future
14508.515,73050.0,etf
14508.578,72950.0,future
14508.578,73050.0,etf
14508.609,72700.0,future
14508.609,73150.0,etf
14508.609,72700.0,future
14508.609,72900.0,etf
14508.609,72700.0,future
14508.609,72900.0,etf
14508.64,72700.0,future
14508.64,72900.0,etf
14508.656,72700.0,future
14508.656,72900.0,etf
14508.656,72700.0,future
14508.656,72900.0,etf
14508.687,72450.0,future
14508.687,72900.0,etf
14508.718,72700.0,future
14508.718,73000.0,etf
14508.765,72500.0,future
14508.765,73000.0,etf
14508.812,72450.0,future
14508.812,72850.0,etf
14508.875,72550.0,future
14508.875,72900.0,etf
14508.906,72650.0,future
14508.906,72950.0,etf
14508.906,72650.0,future
14508.906,73100.0,etf
14508.906,72650.0,future
14508.906,73050.0,etf
14508.921,72750.0,future
14508.921,73050.0,etf
14508.968,73050.0,future
14508.968,73150.0,etf
14509.015,73150.0,future
14509.015,73100.0,etf
14509.062,73250.0,future
14509.062,73100.0,etf
14509.125,73300.0,future
14509.125,73100.0,etf
14509.187,73550.0,future
14509.187,73350.0,etf
14509.203,73750.0,future
14509.203,73100.0,etf
14509.203,73750.0,future
14509.203,73100.0,etf
14509.203,73750.0,future
14509.203,73100.0,etf
14509.203,73750.0,future
14509.203,73100.0,etf
14509.203,73750.0,future
14509.203,73100.0,etf
14509.203,73750.0,future
14509.203,73650.0,etf
14509.203,73750.0,future
14509.203,73650.0,etf
14509.203,73750.0,future
14509.203,73550.0,etf
14509.234,73750.0,future
14509.234,73550.0,etf
14509.265,73700.0,future
14509.265,73550.0,etf
14509.312,73650.0,future
14509.312,73900.0,etf
14509.359,73850.0,future
14509.359,74100.0,etf
14509.359,73850.0,future
14509.359,74100.0,etf
14509.359,73850.0,future
14509.359,74100.0,etf
14509.359,73850.0,future
14509.359,74100.0,etf
14509.359,73850.0,future
14509.359,74100.0,etf
14509.359,73850.0,future
14509.359,74050.0,etf
14509.359,73850.0,future
14509.359,74050.0,etf
14509.39,73800.0,future
14509.39,74050.0,etf
14509.406,73850.0,future
14509.406,74050.0,etf
14509.406,73850.0,future
14509.406,74050.0,etf
14509.421,73700.0,future
14509.421,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.453,73600.0,future
14509.453,74050.0,etf
14509.484,73550.0,future
14509.484,74050.0,etf
14509.515,73400.0,future
14509.515,73400.0,etf
14509.562,73450.0,future
14509.562,73800.0,etf
14509.609,73550.0,future
14509.609,73850.0,etf
14509.609,73550.0,future
14509.609,73950.0,etf
14509.625,73550.0,future
14509.625,73950.0,etf
14509.656,73450.0,future
14509.656,73950.0,etf
14509.656,73450.0,future
14509.656,73850.0,etf
14509.671,73350.0,future
14509.671,73850.0,etf
14509.703,73450.0,future
14509.703,73750.0,etf
14509.703,73450.0,future
14509.703,73850.0,etf
14509.718,73450.0,future
14509.718,73850.0,etf
14509.75,73450.0,future
14509.75,73850.0,etf
14509.765,73400.0,future
14509.765,73850.0,etf
14509.812,73650.0,future
14509.812,73800.0,etf
14509.859,73400.0,future
14509.859,74050.0,etf
14509.859,73400.0,future
14509.859,73800.0,etf
14509.875,73400.0,future
14509.875,73800.0,etf
14509.921,73300.0,future
14509.921,73800.0,etf
14509.953,73350.0,future
14509.953,73700.0,etf
14509.953,73350.0,future
14509.953,73750.0,etf
14509.968,73350.0,future
14509.968,73750.0,etf
14510.0,73300.0,future
14510.0,73550.0,etf
14510.0,73300.0,future
14510.0,73600.0,etf
14510.0,73300.0,future
14510.0,73600.0,etf
14510.015,73200.0,future
14510.015,73600.0,etf
14510.062,73300.0,future
14510.062,73500.0,etf
14510.125,73300.0,future
14510.125,73150.0,etf
14510.156,73200.0,future
14510.156,73500.0,etf
14510.156,73200.0,future
14510.156,73500.0,etf
14510.156,73200.0,future
14510.156,73300.0,etf
14510.156,73200.0,future
14510.156,73300.0,etf
14510.171,73200.0,future
14510.171,73300.0,etf
14510.218,73200.0,future
14510.218,73300.0,etf
14510.265,73100.0,future
14510.265,73300.0,etf
14510.328,73300.0,future
14510.328,73200.0,etf
14510.359,73400.0,future
14510.359,73400.0,etf
14510.359,73400.0,future
14510.359,73500.0,etf
14510.359,73400.0,future
14510.359,73500.0,etf
14510.39,73300.0,future
14510.39,73500.0,etf
14510.406,73350.0,future
14510.406,73400.0,etf
14510.406,73350.0,future
14510.406,73450.0,etf
14510.421,73500.0,future
14510.421,73450.0,etf
14510.453,73400.0,future
14510.453,72950.0,etf
14510.453,73400.0,future
14510.453,72950.0,etf
14510.453,73400.0,future
14510.453,73400.0,etf
14510.453,73400.0,future
14510.453,73400.0,etf
14510.468,73400.0,future
14510.468,73400.0,etf
14510.5,73050.0,future
14510.5,73400.0,etf
14510.5,73050.0,future
14510.5,73050.0,etf
14510.515,73050.0,future
14510.515,73050.0,etf
14510.562,73150.0,future
14510.562,73050.0,etf
14510.609,72950.0,future
14510.609,73150.0,etf
14510.609,72950.0,future
14510.609,73250.0,etf
14510.609,72950.0,future
14510.609,72950.0,etf
14510.64,72900.0,future
14510.64,72950.0,etf
14510.656,73000.0,future
14510.656,72950.0,etf
14510.656,73000.0,future
14510.656,72950.0,etf
14510.656,73000.0,future
14510.656,73150.0,etf
14510.656,73000.0,future
14510.656,73000.0,etf
14510.671,73000.0,future
14510.671,73000.0,etf
14510.703,73000.0,future
14510.703,73000.0,etf
14510.718,73000.0,future
14510.718,73000.0,etf
14510.75,73150.0,future
14510.75,73000.0,etf
14510.75,73150.0,future
14510.765,73150.0,etf
14510.765,73100.0,future
14510.765,73150.0,etf
14510.812,72850.0,future
14510.812,73100.0,etf
14510.875,72850.0,future
14510.875,73150.0,etf
14510.906,72850.0,future
14510.906,72950.0,etf
14510.937,73000.0,future
14510.937,72950.0,etf
14510.953,73100.0,future
14510.953,73100.0,etf
14510.953,73100.0,future
14510.953,73200.0,etf
14510.968,73150.0,future
14510.968,73200.0,etf
14511.0,73250.0,future
14511.0,73250.0,etf
14511.0,73250.0,future
14511.0,73350.0,etf
14511.0,73250.0,future
14511.0,73350.0,etf
14511.015,73300.0,future
14511.015,73350.0,etf
14511.062,73200.0,future
14511.062,73400.0,etf
14511.109,73150.0,future
14511.109,73450.0,etf
14511.109,73150.0,future
14511.109,73350.0,etf
14511.125,73300.0,future
14511.125,73350.0,etf
14511.171,73150.0,future
14511.171,73500.0,etf
14511.203,73100.0,future
14511.203,73350.0,etf
14511.203,73100.0,future
14511.203,73300.0,etf
14511.218,73100.0,future
14511.218,73300.0,etf
14511.265,73250.0,future
14511.265,73300.0,etf
14511.312,73850.0,future
14511.312,73450.0,etf
14511.359,73700.0,future
14511.359,74050.0,etf
14511.359,73700.0,future
14511.359,74000.0,etf
14511.359,73700.0,future
14511.359,73900.0,etf
14511.375,73700.0,future
14511.375,73900.0,etf
14511.406,73550.0,future
14511.406,73400.0,etf
14511.406,73550.0,future
14511.406,73400.0,etf
14511.406,73550.0,future
14511.406,73400.0,etf
14511.406,73550.0,future
14511.406,73400.0,etf
14511.406,73550.0,future
14511.406,73550.0,etf
14511.437,73550.0,future
14511.437,73550.0,etf
14511.453,73600.0,future
14511.453,73550.0,etf
14511.453,73600.0,future
14511.453,73550.0,etf
14511.453,73600.0,future
14511.453,73550.0,etf
14511.468,73600.0,future
14511.468,73550.0,etf
14511.5,73500.0,future
14511.5,73550.0,etf
14511.5,73500.0,future
14511.5,73500.0,etf
14511.515,73500.0,future
14511.515,73500.0,etf
14511.578,73300.0,future
14511.578,73250.0,etf
14511.609,73250.0,future
14511.609,72950.0,etf
14511.609,73250.0,future
14511.609,72950.0,etf
14511.609,73250.0,future
14511.609,72950.0,etf
14511.609,73250.0,future
14511.609,72950.0,etf
14511.609,73250.0,future
14511.609,72950.0,etf
14511.625,73250.0,future
14511.625,72950.0,etf
14511.656,73400.0,future
14511.656,72950.0,etf
14511.656,73400.0,future
14511.656,72950.0,etf
14511.656,73400.0,future
14511.656,72950.0,etf
14511.656,73400.0,future
14511.656,72950.0,etf
14511.687,73400.0,future
14511.687,73050.0,etf
14511.703,73500.0,future
14511.703,73050.0,etf
14511.703,73500.0,future
14511.703,73100.0,etf
14511.718,73550.0,future
14511.718,73100.0,etf
14511.75,73400.0,future
14511.75,73150.0,etf
14511.75,73400.0,future
14511.75,73050.0,etf
14511.765,73400.0,future
14511.765,73050.0,etf
14511.812,73300.0,future
14511.812,73000.0,etf
14511.859,73250.0,future
14511.859,73200.0,etf
14511.859,73250.0,future
14511.859,72950.0,etf
14511.875,73250.0,future
14511.875,72950.0,etf
14511.906,73400.0,future
14511.906,72950.0,etf
14511.906,73400.0,future
14511.906,72950.0,etf
14511.906,73400.0,future
14511.906,73000.0,etf
14511.921,73450.0,future
14511.921,73000.0,etf
14511.953,73300.0,future
14511.953,73050.0,etf
14511.953,73300.0,future
14511.953,73200.0,etf
14511.953,73300.0,future
14511.953,72950.0,etf
14511.968,73300.0,future
14511.968,72900.0,etf
14512.0,73250.0,future
14512.0,72900.0,etf
14512.0,73250.0,future
14512.0,72850.0,etf
14512.015,73300.0,future
14512.015,72850.0,etf
14512.062,73300.0,future
14512.062,72950.0,etf
14512.109,73200.0,future
14512.109,72900.0,etf
14512.109,73200.0,future
14512.109,72850.0,etf
14512.125,73200.0,future
14512.125,72850.0,etf
14512.156,73200.0,future
14512.156,72850.0,etf
14512.187,73200.0,future
14512.187,72850.0,etf
14512.203,73200.0,future
14512.203,72850.0,etf
14512.218,73200.0,future
14512.218,72850.0,etf
14512.25,73200.0,future
14512.25,72850.0,etf
14512.265,73200.0,future
14512.265,72850.0,etf
14512.312,73200.0,future
14512.312,72850.0,etf
14512.359,72900.0,future
14512.359,72850.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,73150.0,etf
14512.359,72900.0,future
14512.359,72850.0,etf
14512.39,73050.0,future
14512.39,72850.0,etf
14512.406,73000.0,future
14512.421,72900.0,etf
14512.421,72900.0,future
14512.421,72900.0,etf
14512.453,72850.0,future
14512.453,73100.0,etf
14512.453,72850.0,future
14512.468,73100.0,etf
14512.468,72800.0,future
14512.468,73100.0,etf
14512.5,72800.0,future
14512.5,72850.0,etf
14512.5,72800.0,future
14512.5,72850.0,etf
14512.531,72800.0,future
14512.531,72850.0,etf
14512.562,72800.0,future
14512.562,72850.0,etf
14512.609,72800.0,future
14512.609,72850.0,etf
14512.609,72800.0,future
14512.609,72850.0,etf
14512.625,72900.0,future
14512.625,72850.0,etf
14512.656,72900.0,future
14512.656,72900.0,etf
14512.671,72900.0,future
14512.671,72900.0,etf
14512.703,72800.0,future
14512.703,72900.0,etf
14512.703,72800.0,future
14512.703,72850.0,etf
14512.718,72800.0,future
14512.718,72850.0,etf
14512.75,72800.0,future
14512.75,72850.0,etf
14512.765,72800.0,future
14512.765,72850.0,etf
14512.812,72800.0,future
14512.812,72850.0,etf
14512.859,72750.0,future
14512.859,73100.0,etf
14512.859,72750.0,future
14512.859,73100.0,etf
14512.859,72750.0,future
14512.859,73100.0,etf
14512.859,72750.0,future
14512.859,73100.0,etf
14512.859,72750.0,future
14512.859,73100.0,etf
14512.859,72750.0,future
14512.859,73100.0,etf
14512.859,72750.0,future
14512.859,72950.0,etf
14512.875,72700.0,future
14512.875,72950.0,etf
14512.906,72600.0,future
14512.906,72950.0,etf
14512.906,72600.0,future
14512.906,73050.0,etf
14512.906,72600.0,future
14512.906,73050.0,etf
14512.906,72600.0,future
14512.906,72950.0,etf
14512.921,72550.0,future
14512.921,73050.0,etf
14512.953,72500.0,future
14512.953,72900.0,etf
14512.953,72500.0,future
14512.953,72900.0,etf
14512.953,72500.0,future
14512.953,72850.0,etf
14512.968,72500.0,future
14512.968,72850.0,etf
14513.0,72600.0,future
14513.0,72850.0,etf
14513.0,72600.0,future
14513.0,72950.0,etf
14513.0,72600.0,future
14513.0,72900.0,etf
14513.015,72550.0,future
14513.015,72900.0,etf
14513.062,72550.0,future
14513.062,72850.0,etf
14513.109,72650.0,future
14513.109,72850.0,etf
14513.109,72650.0,future
14513.109,72950.0,etf
14513.125,72650.0,future
14513.125,72950.0,etf
14513.156,72800.0,future
14513.156,72950.0,etf
14513.156,72800.0,future
14513.156,72950.0,etf
14513.156,72800.0,future
14513.156,73100.0,etf
14513.156,72800.0,future
14513.156,73100.0,etf
14513.187,72900.0,future
14513.187,73100.0,etf
14513.218,73000.0,future
14513.218,73200.0,etf
14513.218,72900.0,future
14513.218,73200.0,etf
14513.25,72900.0,future
14513.25,73050.0,etf
14513.25,72900.0,future
14513.25,73050.0,etf
14513.25,72900.0,future
14513.25,73100.0,etf
14513.25,72900.0,future
14513.25,73100.0,etf
14513.281,72900.0,future
14513.281,73100.0,etf
14513.312,73100.0,future
14513.312,73100.0,etf
14513.375,73450.0,future
14513.375,73300.0,etf
14513.421,73350.0,future
14513.421,73200.0,etf
14513.453,73200.0,future
14513.453,73400.0,etf
14513.453,73200.0,future
14513.453,73350.0,etf
14513.453,73200.0,future
14513.453,73300.0,etf
14513.484,73250.0,future
14513.484,73300.0,etf
14513.515,73200.0,future
14513.515,73350.0,etf
14513.562,73250.0,future
14513.562,73300.0,etf
14513.609,73100.0,future
14513.609,73350.0,etf
14513.609,73100.0,future
14513.609,73100.0,etf
14513.609,73100.0,future
14513.609,73200.0,etf
14513.609,73100.0,future
14513.609,73200.0,etf
14513.64,73200.0,future
14513.64,73200.0,etf
14513.656,73250.0,future
14513.656,73300.0,etf
14513.656,73250.0,future
14513.656,73350.0,etf
14513.671,73200.0,future
14513.671,73100.0,etf
14513.703,73250.0,future
14513.703,73200.0,etf
14513.703,73250.0,future
14513.703,73250.0,etf
14513.718,73250.0,future
14513.718,73250.0,etf
14513.75,73350.0,future
14513.75,73250.0,etf
14513.75,73350.0,future
14513.75,73350.0,etf
14513.765,73300.0,future
14513.765,73350.0,etf
14513.812,73400.0,future
14513.812,73300.0,etf
14513.859,73400.0,future
14513.859,73400.0,etf
14513.875,73400.0,future
14513.875,73400.0,etf
14513.906,73300.0,future
14513.906,73400.0,etf
14513.906,73300.0,future
14513.906,73200.0,etf
14513.921,73300.0,future
14513.921,73200.0,etf
14513.953,73200.0,future
14513.953,73200.0,etf
14513.953,73200.0,future
14513.953,73250.0,etf
14513.953,73200.0,future
14513.953,73100.0,etf
14513.968,73200.0,future
14513.968,73100.0,etf
14514.0,73200.0,future
14514.0,73350.0,etf
14514.0,73200.0,future
14514.0,73350.0,etf
14514.0,73200.0,future
14514.0,73200.0,etf
14514.015,73200.0,future
14514.015,73200.0,etf
14514.062,73200.0,future
14514.062,73400.0,etf
14514.109,73400.0,future
14514.109,73300.0,etf
14514.109,73400.0,future
14514.109,73300.0,etf
14514.109,73400.0,future
14514.109,73550.0,etf
14514.109,73400.0,future
14514.109,73500.0,etf
14514.125,73450.0,future
14514.125,73500.0,etf
14514.156,73400.0,future
14514.156,73750.0,etf
14514.156,73400.0,future
14514.156,73600.0,etf
14514.171,73450.0,future
14514.171,73600.0,etf
14514.203,73450.0,future
14514.203,73650.0,etf
14514.218,73400.0,future
14514.218,73650.0,etf
14514.25,73400.0,future
14514.25,73600.0,etf
14514.265,73450.0,future
14514.265,73600.0,etf
14514.312,73400.0,future
14514.312,73650.0,etf
14514.375,73500.0,future
14514.375,73600.0,etf
14514.406,73300.0,future
14514.406,73700.0,etf
14514.406,73300.0,future
14514.406,73500.0,etf
14514.421,73350.0,future
14514.421,73500.0,etf
14514.453,73250.0,future
14514.453,73550.0,etf
14514.453,73250.0,future
14514.453,73450.0,etf
14514.468,73300.0,future
14514.468,73450.0,etf
14514.5,73350.0,future
14514.5,73500.0,etf
14514.5,73350.0,future
14514.5,73550.0,etf
14514.515,73350.0,future
14514.515,73550.0,etf
14514.578,73400.0,future
14514.578,73250.0,etf
14514.609,73400.0,future
14514.609,73500.0,etf
14514.625,73400.0,future
14514.625,73500.0,etf
14514.671,73550.0,future
14514.671,73500.0,etf
14514.718,73800.0,future
14514.718,73650.0,etf
14514.765,73750.0,future
14514.765,73900.0,etf
14514.812,73750.0,future
14514.812,73850.0,etf
14514.859,73800.0,future
14514.859,73850.0,etf
14514.859,73800.0,future
14514.859,73850.0,etf
14514.859,73800.0,future
14514.859,73900.0,etf
14514.859,73800.0,future
14514.859,73900.0,etf
14514.89,73750.0,future
14514.89,73900.0,etf
14514.921,73550.0,future
14514.921,73850.0,etf
14514.921,73600.0,future
14514.921,73850.0,etf
14514.953,73600.0,future
14514.953,73700.0,etf
14514.953,73600.0,future
14514.953,73700.0,etf
14514.984,73600.0,future
14514.984,73700.0,etf
14515.015,73600.0,future
14515.015,73700.0,etf
14515.062,73550.0,future
14515.062,73600.0,etf
14515.109,72900.0,future
14515.109,73550.0,etf
14515.109,72900.0,future
14515.109,73550.0,etf
14515.109,72900.0,future
14515.109,73550.0,etf
14515.109,72900.0,future
14515.109,73550.0,etf
14515.109,72900.0,future
14515.125,73550.0,etf
14515.125,72850.0,future
14515.125,73550.0,etf
14515.156,72800.0,future
14515.156,73150.0,etf
14515.156,72800.0,future
14515.156,73150.0,etf
14515.156,72800.0,future
14515.156,73100.0,etf
14515.171,72800.0,future
14515.171,73100.0,etf
14515.203,72900.0,future
14515.203,73100.0,etf
14515.203,72900.0,future
14515.203,73200.0,etf
14515.218,72900.0,future
14515.218,73200.0,etf
14515.25,72900.0,future
14515.25,73200.0,etf
14515.265,73000.0,future
14515.265,73200.0,etf
14515.312,73050.0,future
14515.312,73350.0,etf
14515.359,73100.0,future
14515.359,73450.0,etf
14515.359,73100.0,future
14515.359,73500.0,etf
14515.375,73150.0,future
14515.375,73500.0,etf
14515.406,73150.0,future
14515.406,73500.0,etf
14515.406,73150.0,future
14515.406,73550.0,etf
14515.421,73200.0,future
14515.421,73550.0,etf
14515.453,73250.0,future
14515.453,73600.0,etf
14515.453,73250.0,future
14515.453,73650.0,etf
14515.468,73250.0,future
14515.468,73650.0,etf
14515.5,73100.0,future
14515.5,73250.0,etf
14515.5,73100.0,future
14515.5,73250.0,etf
14515.5,73100.0,future
14515.5,73400.0,etf
14515.515,73050.0,future
14515.515,73400.0,etf
14515.562,73000.0,future
14515.562,73350.0,etf
14515.609,72850.0,future
14515.609,73300.0,etf
14515.609,72850.0,future
14515.609,73150.0,etf
14515.625,72800.0,future
14515.625,73150.0,etf
14515.656,72800.0,future
14515.656,73050.0,etf
14515.656,72800.0,future
14515.656,73050.0,etf
14515.656,72800.0,future
14515.656,73100.0,etf
14515.656,72800.0,future
14515.656,73000.0,etf
14515.671,72950.0,future
14515.671,73000.0,etf
14515.703,72650.0,future
14515.703,73150.0,etf
14515.703,72650.0,future
14515.703,73150.0,etf
14515.718,72650.0,future
14515.718,72850.0,etf
14515.765,72500.0,future
14515.765,72950.0,etf
14515.812,72350.0,future
14515.812,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.859,72250.0,future
14515.859,72850.0,etf
14515.875,72250.0,future
14515.875,72750.0,etf
14515.906,72050.0,future
14515.906,72750.0,etf
14515.906,72050.0,future
14515.906,72750.0,etf
14515.906,72050.0,future
14515.906,72750.0,etf
14515.906,72050.0,future
14515.906,72750.0,etf
14515.906,72050.0,future
14515.906,72750.0,etf
14515.921,71950.0,future
14515.921,72750.0,etf
14515.968,71700.0,future
14515.968,72450.0,etf
14516.0,71700.0,future
14516.0,72150.0,etf
14516.0,71700.0,future
14516.0,72150.0,etf
14516.0,71700.0,future
14516.0,72150.0,etf
14516.0,71700.0,future
14516.0,72150.0,etf
14516.015,71700.0,future
14516.015,72150.0,etf
14516.062,71550.0,future
14516.062,72050.0,etf
14516.125,71400.0,future
14516.125,71950.0,etf
14516.156,71400.0,future
14516.156,71950.0,etf
14516.156,71400.0,future
14516.156,71950.0,etf
14516.156,71400.0,future
14516.156,71950.0,etf
14516.171,71350.0,future
14516.187,71850.0,etf
14516.218,71350.0,future
14516.218,71850.0,etf
14516.218,71350.0,future
14516.218,71850.0,etf
14516.25,71350.0,future
14516.25,71850.0,etf
14516.265,71350.0,future
14516.265,71850.0,etf
14516.312,71300.0,future
14516.312,71850.0,etf
14516.359,71300.0,future
14516.359,71750.0,etf
