Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3.251855,Arb-v2,Tick,20,100,-80,80,61500,61700,1483,20517,28517,OK
3.251855,BidAsk-v1,Tick,10,30,-20,10,61500,61700,123,608877,-6123,OK
3.251855,Master-v1,Tick,20,95,-75,95,61500,61700,1236,-1216236,25264,OK
3.500069,Arb-v2,Tick,20,120,-100,100,61700,61700,1730,22270,22270,OK
3.500069,BidAsk-v1,Tick,20,30,-10,10,61700,61700,61,-8061,-8061,OK
3.500069,Master-v1,Tick,30,95,-65,95,61700,61700,1174,-1833174,17826,OK
3.750529,Arb-v2,Tick,20,120,-100,100,61500,61300,1730,22270,12270,OK
3.750529,BidAsk-v1,Tick,20,40,-20,10,61500,61300,184,606816,-8184,OK
3.750529,Master-v1,Tick,40,95,-55,95,61500,61300,1112,-2448112,-1612,OK
4.002174,Arb-v2,Tick,20,120,-100,100,61400,61500,1730,22270,32270,OK
4.002174,BidAsk-v1,Tick,20,50,-30,20,61400,61500,307,606693,-5307,OK
4.002174,Master-v1,Tick,50,95,-45,95,61400,61500,1051,-3062051,17449,OK
4.253642,Arb-v2,Tick,20,120,-100,100,61400,61500,1730,22270,32270,OK
4.253642,BidAsk-v1,Tick,20,50,-30,20,61400,61500,307,606693,-5307,OK
4.253642,Master-v1,Tick,50,95,-45,95,61400,61500,1051,-3062051,17449,OK
4.503951,Arb-v2,Tick,20,120,-100,100,61400,61600,1730,22270,32270,OK
4.503951,BidAsk-v1,Tick,20,50,-30,20,61400,61600,307,606693,-6307,OK
4.503951,Master-v1,Tick,50,95,-45,95,61400,61600,1051,-3062051,22449,OK
4.751919,Arb-v2,Tick,20,120,-100,100,61600,62200,1730,22270,32270,OK
4.751919,BidAsk-v1,Tick,30,50,-20,20,61600,62200,430,-9430,-7430,OK
4.751919,Master-v1,Tick,50,105,-55,95,61600,62200,989,-2445989,47511,OK
5.002399,Arb-v2,Tick,45,120,-75,75,61900,62300,2039,26461,33961,OK
5.002399,BidAsk-v1,Tick,30,60,-30,20,61900,62300,368,608632,-11368,OK
5.002399,Master-v1,Tick,50,115,-65,95,61900,62300,927,-1827927,47573,OK
5.257874,Arb-v2,Tick,65,120,-55,55,62200,62300,2287,29213,34713,OK
5.257874,BidAsk-v1,Tick,30,70,-40,30,62200,62300,306,605694,-13306,OK
5.257874,Master-v1,Tick,50,125,-75,95,62200,62300,865,-1205865,47635,OK
5.500736,Arb-v2,Tick,65,120,-55,55,62300,62300,2287,29213,29213,OK
5.500736,BidAsk-v1,Tick,30,80,-50,40,62300,62300,431,605569,-17431,OK
5.500736,Master-v1,Tick,60,125,-65,95,62300,62300,803,-1828803,40197,OK
5.751009,Arb-v2,Tick,65,120,-55,55,62300,62300,2287,29213,29213,OK
5.751009,BidAsk-v1,Tick,30,80,-50,40,62300,62300,431,605569,-17431,OK
5.751009,Master-v1,Tick,60,125,-65,95,62300,62300,803,-1828803,40197,OK
6.001445,Arb-v2,Tick,65,120,-55,55,62300,62300,2287,29213,29213,OK
6.001445,BidAsk-v1,Tick,30,80,-50,40,62300,62300,431,605569,-17431,OK
6.001445,Master-v1,Tick,60,125,-65,95,62300,62300,803,-1828803,40197,OK
6.250162,Arb-v2,Tick,65,120,-55,55,62300,61900,2287,29213,23713,OK
6.250162,BidAsk-v1,Tick,30,80,-50,40,62300,61900,431,605569,-18431,OK
6.250162,Master-v1,Tick,60,125,-65,95,62300,61900,803,-1828803,21697,OK
6.503428,Arb-v2,Tick,65,135,-70,70,62000,61900,2473,30527,23527,OK
6.503428,BidAsk-v1,Tick,35,80,-45,40,62000,61900,400,295600,-18400,OK
6.503428,Master-v1,Tick,70,125,-55,95,62000,61900,741,-2448741,21759,OK
6.756031,Arb-v2,Tick,65,135,-70,70,61800,61600,2473,30527,23527,OK
6.756031,BidAsk-v1,Tick,35,90,-55,45,61800,61600,524,604476,-17024,OK
6.756031,Master-v1,Tick,80,125,-45,95,61800,61600,679,-3066679,8821,OK
7.003488,Arb-v2,Tick,65,135,-70,70,61800,61500,2473,30527,23527,OK
7.003488,BidAsk-v1,Tick,35,90,-55,45,61800,61500,524,604476,-16024,OK
7.003488,Master-v1,Tick,80,125,-45,95,61800,61500,679,-3066679,3821,OK
7.254368,Arb-v2,Tick,65,135,-70,70,61600,61500,2473,30527,23527,OK
7.254368,BidAsk-v1,Tick,35,100,-65,55,61600,61500,647,604353,-17147,OK
7.254368,Master-v1,Tick,90,125,-35,95,61600,61500,617,-3682617,3883,OK
7.500465,Arb-v2,Tick,65,135,-70,70,61600,61500,2473,30527,23527,OK
7.500465,BidAsk-v1,Tick,45,100,-55,55,61600,61500,770,-11770,-17270,OK
7.500465,Master-v1,Tick,90,135,-45,95,61600,61500,555,-3066555,3945,OK
7.75378,Arb-v2,Tick,65,135,-70,70,61600,61500,2473,30527,23527,OK
7.75378,BidAsk-v1,Tick,45,100,-55,55,61600,61500,770,-11770,-17270,OK
7.75378,Master-v1,Tick,90,135,-45,95,61600,61500,555,-3066555,3945,OK
8.000193,Arb-v2,Tick,65,135,-70,70,61500,61600,2473,30527,37527,OK
8.000193,BidAsk-v1,Tick,55,100,-45,55,61500,61600,708,-626708,-6208,OK
8.000193,Master-v1,Tick,100,135,-35,95,61500,61600,493,-3681493,18007,OK
8.252263,Arb-v2,Tick,65,140,-75,75,61500,61300,2535,30965,23465,OK
8.252263,BidAsk-v1,Tick,55,100,-45,55,61500,61300,708,-626708,-18208,OK
8.252263,Master-v1,Tick,100,135,-35,95,61500,61300,493,-3681493,-6993,OK
8.500703,Arb-v2,Tick,65,140,-75,75,61500,61300,2535,30965,23465,OK
8.500703,BidAsk-v1,Tick,55,100,-45,55,61500,61300,708,-626708,-18208,OK
8.500703,Master-v1,Tick,100,135,-35,95,61500,61300,493,-3681493,-6993,OK
8.751402,Arb-v2,Tick,65,140,-75,75,61300,61300,2535,30965,30965,OK
8.751402,BidAsk-v1,Tick,55,110,-55,55,61300,61300,831,-13831,-13831,OK
8.751402,Master-v1,Tick,100,145,-45,95,61300,61300,616,-3068616,-3616,OK
9.000074,Arb-v2,Tick,65,140,-75,75,61400,61300,2535,30965,23465,OK
9.000074,BidAsk-v1,Tick,55,120,-65,55,61400,61300,770,600230,-19270,OK
9.000074,Master-v1,Tick,100,155,-55,95,61400,61300,555,-2454555,-8055,OK
9.252284,Arb-v2,Tick,65,140,-75,75,61400,61300,2535,30965,23465,OK
9.252284,BidAsk-v1,Tick,55,120,-65,55,61400,61300,770,600230,-19270,OK
9.252284,Master-v1,Tick,100,155,-55,95,61400,61300,555,-2454555,-8055,OK
9.504076,Arb-v2,Tick,65,140,-75,75,61400,61000,2535,30965,23465,OK
9.504076,BidAsk-v1,Tick,55,120,-65,55,61400,61000,770,600230,-16270,OK
9.504076,Master-v1,Tick,100,155,-55,95,61400,61000,555,-2454555,-20055,OK
9.761433,Arb-v2,Tick,65,161,-96,96,61300,60700,2792,34908,25308,OK
9.761433,BidAsk-v1,Tick,65,120,-55,55,61300,60700,709,-12709,-18209,OK
9.761433,Master-v1,Tick,110,155,-45,95,61300,60700,494,-3067494,-36994,OK
10.000049,Arb-v2,Tick,65,165,-100,100,60900,60400,2841,36059,26059,OK
10.000049,BidAsk-v1,Tick,65,130,-65,55,60900,60400,831,597969,-12531,OK
10.000049,Master-v1,Tick,112,165,-53,95,60900,60400,604,-2580604,-49104,OK
10.250044,Arb-v2,Tick,65,165,-100,100,60800,60200,2841,36059,26059,OK
10.250044,BidAsk-v1,Tick,65,140,-75,65,60800,60200,953,602847,-6653,OK
10.250044,Master-v1,Tick,112,175,-63,95,60800,60200,726,-1971726,-51626,OK
10.503569,Arb-v2,Tick,65,165,-100,100,60200,59600,2841,36059,26059,OK
10.503569,BidAsk-v1,Tick,65,150,-85,75,60200,59600,1074,606726,2226,OK
10.503569,Master-v1,Tick,112,185,-73,95,60200,59600,847,-1365847,-61947,OK
10.76398,Arb-v2,Tick,65,165,-100,100,60200,59700,2841,36059,26059,OK
10.76398,BidAsk-v1,Tick,65,150,-85,75,60200,59700,1074,606726,1226,OK
10.76398,Master-v1,Tick,112,185,-73,95,60200,59700,847,-1365847,-59747,OK
11.001358,Arb-v2,Tick,65,165,-100,100,60200,59800,2841,36059,26059,OK
11.001358,BidAsk-v1,Tick,65,150,-85,75,60200,59800,1074,606726,226,OK
11.001358,Master-v1,Tick,112,185,-73,95,60200,59800,847,-1365847,-57547,OK
11.263005,Arb-v2,Tick,65,165,-100,100,59900,59400,2841,36059,26059,OK
11.263005,BidAsk-v1,Tick,75,150,-75,75,59900,59400,1194,7606,106,OK
11.263005,Master-v1,Tick,112,195,-83,95,59900,59400,787,-766787,-62287,OK
11.501743,Arb-v2,Tick,65,165,-100,100,60300,59200,2841,36059,26059,OK
11.501743,BidAsk-v1,Tick,75,160,-85,75,60300,59200,1314,606486,5986,OK
11.501743,Master-v1,Tick,122,195,-73,95,60300,59200,727,-1365727,-70627,OK
11.751521,Arb-v2,Tick,65,165,-100,100,59700,59200,2841,36059,26059,OK
11.751521,BidAsk-v1,Tick,75,170,-95,85,59700,59200,1433,610367,8867,OK
11.751521,Master-v1,Tick,122,205,-83,95,59700,59200,846,-768846,-66746,OK
12.004366,Arb-v2,Tick,65,165,-100,100,59700,59500,2841,36059,26059,OK
12.004366,BidAsk-v1,Tick,75,170,-95,85,59700,59500,1433,610367,5867,OK
12.004366,Master-v1,Tick,122,215,-93,95,59700,59500,965,-171965,-62265,OK
12.253947,Arb-v2,Tick,65,165,-100,100,59700,59500,2841,36059,26059,OK
12.253947,BidAsk-v1,Tick,75,170,-95,85,59700,59500,1433,610367,5867,OK
12.253947,Master-v1,Tick,122,215,-93,95,59700,59500,965,-171965,-62265,OK
12.500045,Arb-v2,Tick,65,165,-100,100,59700,59600,2841,36059,26059,OK
12.500045,BidAsk-v1,Tick,75,170,-95,85,59700,59600,1433,610367,4867,OK
12.500045,Master-v1,Tick,122,215,-93,95,59700,59600,965,-171965,-62065,OK
12.752419,Arb-v2,Tick,65,165,-100,100,59700,59600,2841,36059,26059,OK
12.752419,BidAsk-v1,Tick,75,170,-95,85,59700,59600,1433,610367,4867,OK
12.752419,Master-v1,Tick,122,215,-93,95,59700,59600,965,-171965,-62065,OK
13.001519,Arb-v2,Tick,65,165,-100,100,59700,59700,2841,36059,36059,OK
13.001519,BidAsk-v1,Tick,75,170,-95,85,59700,59700,1433,610367,13367,OK
13.001519,Master-v1,Tick,122,215,-93,95,59700,59700,965,-171965,-52565,OK
13.2575,Arb-v2,Tick,65,165,-100,100,59700,59700,2841,36059,36059,OK
13.2575,BidAsk-v1,Tick,75,170,-95,85,59700,59700,1433,610367,13367,OK
13.2575,Master-v1,Tick,122,215,-93,95,59700,59700,965,-171965,-52565,OK
13.504352,Arb-v2,Tick,65,165,-100,100,59700,59700,2841,36059,36059,OK
13.504352,BidAsk-v1,Tick,75,170,-95,85,59700,59700,1433,610367,13367,OK
13.504352,Master-v1,Tick,122,215,-93,95,59700,59700,965,-171965,-52565,OK
13.75173,Arb-v2,Tick,65,165,-100,100,59700,59400,2841,36059,26059,OK
13.75173,BidAsk-v1,Tick,75,170,-95,85,59700,59400,1433,610367,6867,OK
13.75173,Master-v1,Tick,122,215,-93,95,59700,59400,965,-171965,-62465,OK
14.005991,Arb-v2,Tick,65,165,-100,100,59700,59400,2841,36059,26059,OK
14.005991,BidAsk-v1,Tick,75,170,-95,85,59700,59400,1433,610367,6867,OK
14.005991,Master-v1,Tick,122,215,-93,95,59700,59400,965,-171965,-62465,OK
14.251572,Arb-v2,Tick,65,165,-100,100,59700,59400,2841,36059,26059,OK
14.251572,BidAsk-v1,Tick,75,170,-95,85,59700,59400,1433,610367,6867,OK
14.251572,Master-v1,Tick,122,215,-93,95,59700,59400,965,-171965,-62465,OK
14.50092,Arb-v2,Tick,65,165,-100,100,59700,59400,2841,36059,26059,OK
14.50092,BidAsk-v1,Tick,75,170,-95,85,59700,59400,1433,610367,6867,OK
14.50092,Master-v1,Tick,122,215,-93,95,59700,59400,965,-171965,-62465,OK
14.75573,Arb-v2,Tick,65,165,-100,100,59700,59700,2841,36059,36059,OK
14.75573,BidAsk-v1,Tick,75,170,-95,85,59700,59700,1433,610367,13367,OK
14.75573,Master-v1,Tick,122,215,-93,95,59700,59700,965,-171965,-52565,OK
15.003626,Arb-v2,Tick,65,165,-100,100,59700,59500,2841,36059,26059,OK
15.003626,BidAsk-v1,Tick,75,170,-95,85,59700,59500,1433,610367,5867,OK
15.003626,Master-v1,Tick,122,215,-93,95,59700,59500,965,-171965,-62265,OK
15.250754,Arb-v2,Tick,65,165,-100,100,59700,59300,2841,36059,26059,OK
15.250754,BidAsk-v1,Tick,75,170,-95,85,59700,59300,1433,610367,7867,OK
15.250754,Master-v1,Tick,122,215,-93,95,59700,59300,965,-171965,-62665,OK
15.50616,Arb-v2,Tick,65,165,-100,100,59700,59200,2841,36059,26059,OK
15.50616,BidAsk-v1,Tick,75,170,-95,85,59700,59200,1433,610367,8867,OK
15.50616,Master-v1,Tick,122,215,-93,95,59700,59200,965,-171965,-62865,OK
15.763394,Arb-v2,Tick,65,165,-100,100,59400,58100,2841,36059,26059,OK
15.763394,BidAsk-v1,Tick,75,170,-95,85,59400,58100,1433,610367,19867,OK
15.763394,Master-v1,Tick,122,215,-93,95,59400,58100,965,-171965,-65065,OK
16.005293,Arb-v2,Tick,65,165,-100,100,58400,58000,2841,36059,26059,OK
16.005293,BidAsk-v1,Tick,75,170,-95,85,58400,58000,1433,610367,20867,OK
16.005293,Master-v1,Tick,122,215,-93,95,58400,58000,965,-171965,-65265,OK
16.2524,Arb-v2,Tick,65,165,-100,100,58300,58000,2841,36059,26059,OK
16.2524,BidAsk-v1,Tick,75,170,-95,85,58300,58000,1433,610367,20867,OK
16.2524,Master-v1,Tick,122,215,-93,95,58300,58000,965,-171965,-65265,OK
16.500067,Arb-v2,Tick,65,165,-100,100,58300,58000,2841,36059,26059,OK
16.500067,BidAsk-v1,Tick,75,170,-95,85,58300,58000,1433,610367,20867,OK
16.500067,Master-v1,Tick,122,215,-93,95,58300,58000,965,-171965,-65265,OK
16.750222,Arb-v2,Tick,65,165,-100,100,58200,57500,2841,36059,26059,OK
16.750222,BidAsk-v1,Tick,75,170,-95,85,58200,57500,1433,610367,25867,OK
16.750222,Master-v1,Tick,122,215,-93,95,58200,57500,965,-171965,-66265,OK
17.001072,Arb-v2,Tick,65,165,-100,100,57400,57600,2841,36059,46059,OK
17.001072,BidAsk-v1,Tick,85,170,-85,85,57400,57600,1376,36424,44924,OK
17.001072,Master-v1,Tick,132,215,-83,95,57400,57600,908,-745908,-46408,OK
17.255802,Arb-v2,Tick,109,165,-56,56,57400,57600,3346,44354,49954,OK
17.255802,BidAsk-v1,Tick,85,170,-85,85,57400,57600,1376,36424,44924,OK
17.255802,Master-v1,Tick,132,215,-83,95,57400,57600,908,-745908,-46408,OK
17.503805,Arb-v2,Tick,109,165,-56,56,57400,58000,3346,44354,49954,OK
17.503805,BidAsk-v1,Tick,85,170,-85,85,57400,58000,1376,36424,44924,OK
17.503805,Master-v1,Tick,132,215,-83,95,57400,58000,908,-745908,-41608,OK
17.751577,Arb-v2,Tick,109,165,-56,56,57400,58000,3346,44354,49954,OK
17.751577,BidAsk-v1,Tick,85,170,-85,85,57400,58000,1376,36424,44924,OK
17.751577,Master-v1,Tick,132,215,-83,95,57400,58000,908,-745908,-41608,OK
18.003667,Arb-v2,Tick,109,165,-56,56,57400,58000,3346,44354,49954,OK
18.003667,BidAsk-v1,Tick,85,170,-85,85,57400,58000,1376,36424,44924,OK
18.003667,Master-v1,Tick,132,215,-83,95,57400,58000,908,-745908,-41608,OK
18.250903,Arb-v2,Tick,109,165,-56,56,57400,57700,3346,44354,49954,OK
18.250903,BidAsk-v1,Tick,85,170,-85,85,57400,57700,1376,36424,44924,OK
18.250903,Master-v1,Tick,132,215,-83,95,57400,57700,908,-745908,-45208,OK
18.504841,Arb-v2,Tick,109,185,-76,76,57800,57600,3577,50123,42523,OK
18.504841,BidAsk-v1,Tick,95,170,-75,85,57800,57600,1318,-541518,26982,OK
18.504841,Master-v1,Tick,142,215,-73,95,57800,57600,850,-1323850,-63950,OK
18.756057,Arb-v2,Tick,109,185,-76,76,57800,57600,3577,50123,42523,OK
18.756057,BidAsk-v1,Tick,95,170,-75,85,57800,57600,1318,-541518,26982,OK
18.756057,Master-v1,Tick,142,215,-73,95,57800,57600,850,-1323850,-63950,OK
19.000698,Arb-v2,Tick,109,185,-76,76,57800,57500,3577,50123,42523,OK
19.000698,BidAsk-v1,Tick,95,170,-75,85,57800,57500,1318,-541518,25982,OK
19.000698,Master-v1,Tick,142,215,-73,95,57800,57500,850,-1323850,-66150,OK
19.256013,Arb-v2,Tick,109,185,-76,76,58000,57500,3577,50123,42523,OK
19.256013,BidAsk-v1,Tick,95,180,-85,85,58000,57500,1260,36540,28040,OK
19.256013,Master-v1,Tick,142,225,-83,95,58000,57500,792,-746792,-65092,OK
19.505089,Arb-v2,Tick,109,185,-76,76,58000,57600,3577,50123,42523,OK
19.505089,BidAsk-v1,Tick,95,180,-85,85,58000,57600,1260,36540,28040,OK
19.505089,Master-v1,Tick,142,225,-83,95,58000,57600,792,-746792,-63892,OK
19.750042,Arb-v2,Tick,109,185,-76,76,58000,57600,3577,50123,42523,OK
19.750042,BidAsk-v1,Tick,95,180,-85,85,58000,57600,1260,36540,28040,OK
19.750042,Master-v1,Tick,142,225,-83,95,58000,57600,792,-746792,-63892,OK
20.00108,Arb-v2,Tick,109,185,-76,76,58000,57600,3577,50123,42523,OK
20.00108,BidAsk-v1,Tick,95,180,-85,85,58000,57600,1260,36540,28040,OK
20.00108,Master-v1,Tick,142,225,-83,95,58000,57600,792,-746792,-63892,OK
20.26472,Arb-v2,Tick,109,185,-76,76,56800,57200,3577,50123,57723,OK
20.26472,BidAsk-v1,Tick,105,180,-75,85,56800,57200,1203,-537403,42097,OK
20.26472,Master-v1,Tick,152,225,-73,95,56800,57200,735,-1320735,-55035,OK
20.505031,Arb-v2,Tick,109,185,-76,76,56800,56500,3577,50123,42523,OK
20.505031,BidAsk-v1,Tick,105,180,-75,85,56800,56500,1203,-537403,20097,OK
20.505031,Master-v1,Tick,152,225,-73,95,56800,56500,735,-1320735,-85035,OK
20.762583,Arb-v2,Tick,109,205,-96,96,56800,56200,3804,51896,42296,OK
20.762583,BidAsk-v1,Tick,115,180,-65,75,56800,56200,1146,-540346,15154,OK
20.762583,Master-v1,Tick,162,225,-63,95,56800,56200,678,-1888678,-96578,OK
21.002606,Arb-v2,Tick,109,209,-100,100,56400,56200,3849,53051,43051,OK
21.002606,BidAsk-v1,Tick,115,190,-75,75,56400,56200,1259,24541,17041,OK
21.002606,Master-v1,Tick,166,235,-69,95,56400,56200,768,-1550768,-96468,OK
21.262547,Arb-v2,Tick,109,209,-100,100,56400,55800,3849,53051,43051,OK
21.262547,BidAsk-v1,Tick,115,190,-75,75,56400,55800,1259,24541,17041,OK
21.262547,Master-v1,Tick,166,235,-69,95,56400,55800,768,-1550768,-106868,OK
21.502707,Arb-v2,Tick,109,209,-100,100,56200,55400,3849,53051,43051,OK
21.502707,BidAsk-v1,Tick,115,200,-85,75,56200,55400,1372,588428,25928,OK
21.502707,Master-v1,Tick,166,245,-79,95,56200,55400,881,-986881,-108381,OK
21.755367,Arb-v2,Tick,109,209,-100,100,55700,55100,3849,53051,43051,OK
21.755367,BidAsk-v1,Tick,115,210,-95,85,55700,55100,1483,592117,31617,OK
21.755367,Master-v1,Tick,168,245,-77,95,55700,55100,870,-1098270,-114170,OK
22.003988,Arb-v2,Tick,109,209,-100,100,55700,55000,3849,53051,43051,OK
22.003988,BidAsk-v1,Tick,115,210,-95,85,55700,55000,1483,592117,32617,OK
22.003988,Master-v1,Tick,168,245,-77,95,55700,55000,870,-1098270,-115970,OK
22.259722,Arb-v2,Tick,109,209,-100,100,55200,54600,3849,53051,43051,OK
22.259722,BidAsk-v1,Tick,115,210,-95,85,55200,54600,1483,592117,36617,OK
22.259722,Master-v1,Tick,168,255,-87,95,55200,54600,980,-546380,-118280,OK
22.506178,Arb-v2,Tick,109,209,-100,100,55200,55000,3849,53051,43051,OK
22.506178,BidAsk-v1,Tick,115,210,-95,85,55200,55000,1483,592117,32617,OK
22.506178,Master-v1,Tick,168,255,-87,95,55200,55000,980,-546380,-115080,OK
22.752894,Arb-v2,Tick,109,209,-100,100,54800,55500,3849,53051,63051,OK
22.752894,BidAsk-v1,Tick,115,210,-95,85,54800,55500,1483,592117,46617,OK
22.752894,Master-v1,Tick,168,265,-97,95,54800,55500,925,1675,-99625,OK
23.00381,Arb-v2,Tick,109,209,-100,100,54800,55700,3849,53051,63051,OK
23.00381,BidAsk-v1,Tick,115,210,-95,85,54800,55700,1483,592117,44617,OK
23.00381,Master-v1,Tick,168,265,-97,95,54800,55700,925,1675,-100025,OK
23.253323,Arb-v2,Tick,109,209,-100,100,54800,55700,3849,53051,63051,OK
23.253323,BidAsk-v1,Tick,115,210,-95,85,54800,55700,1483,592117,44617,OK
23.253323,Master-v1,Tick,168,265,-97,95,54800,55700,925,1675,-100025,OK
23.504764,Arb-v2,Tick,109,209,-100,100,55400,55100,3849,53051,43051,OK
23.504764,BidAsk-v1,Tick,125,210,-85,85,55400,55100,1428,38172,29672,OK
23.504764,Master-v1,Tick,178,265,-87,95,55400,55100,870,-552270,-120170,OK
23.751489,Arb-v2,Tick,109,209,-100,100,55400,54900,3849,53051,43051,OK
23.751489,BidAsk-v1,Tick,125,210,-85,85,55400,54900,1428,38172,29672,OK
23.751489,Master-v1,Tick,178,265,-87,95,55400,54900,870,-552270,-121770,OK
24.000356,Arb-v2,Tick,109,209,-100,100,55400,54900,3849,53051,43051,OK
24.000356,BidAsk-v1,Tick,125,210,-85,85,55400,54900,1428,38172,29672,OK
24.000356,Master-v1,Tick,178,265,-87,95,55400,54900,870,-552270,-121770,OK
24.255275,Arb-v2,Tick,109,209,-100,100,55400,55800,3849,53051,63051,OK
24.255275,BidAsk-v1,Tick,125,210,-85,85,55400,55800,1428,38172,46672,OK
24.255275,Master-v1,Tick,178,265,-87,95,55400,55800,870,-552270,-97170,OK
24.500438,Arb-v2,Tick,129,209,-80,80,55800,55900,4071,53829,61829,OK
24.500438,BidAsk-v1,Tick,135,220,-85,85,55800,55900,1484,36116,44616,OK
24.500438,Master-v1,Tick,188,275,-87,95,55800,55900,926,-553326,-97426,OK
24.754108,Arb-v2,Tick,129,209,-80,80,55800,56100,4071,53829,61829,OK
24.754108,BidAsk-v1,Tick,135,220,-85,85,55800,56100,1484,36116,44616,OK
24.754108,Master-v1,Tick,188,275,-87,95,55800,56100,926,-553326,-95826,OK
25.003451,Arb-v2,Tick,129,209,-80,80,55800,55900,4071,53829,61829,OK
25.003451,BidAsk-v1,Tick,135,220,-85,85,55800,55900,1484,36116,44616,OK
25.003451,Master-v1,Tick,188,275,-87,95,55800,55900,926,-553326,-97426,OK
25.253749,Arb-v2,Tick,129,209,-80,80,55800,55900,4071,53829,61829,OK
25.253749,BidAsk-v1,Tick,135,220,-85,85,55800,55900,1484,36116,44616,OK
25.253749,Master-v1,Tick,188,275,-87,95,55800,55900,926,-553326,-97426,OK
25.502607,Arb-v2,Tick,129,209,-80,80,55700,55900,4071,53829,61829,OK
25.502607,BidAsk-v1,Tick,145,220,-75,85,55700,55900,1428,-520828,45672,OK
25.502607,Master-v1,Tick,198,275,-77,95,55700,55900,870,-1110270,-96370,OK
25.751477,Arb-v2,Tick,152,209,-57,57,55700,55900,4327,60473,66173,OK
25.751477,BidAsk-v1,Tick,145,220,-75,85,55700,55900,1428,-520828,45672,OK
25.751477,Master-v1,Tick,198,275,-77,95,55700,55900,870,-1110270,-96370,OK
26.001514,Arb-v2,Tick,152,209,-57,57,55700,56000,4327,60473,66173,OK
26.001514,BidAsk-v1,Tick,145,220,-75,85,55700,56000,1428,-520828,46672,OK
26.001514,Master-v1,Tick,198,275,-77,95,55700,56000,870,-1110270,-94570,OK
26.25173,Arb-v2,Tick,152,209,-57,57,55700,55800,4327,60473,66173,OK
26.25173,BidAsk-v1,Tick,145,220,-75,85,55700,55800,1428,-520828,44672,OK
